unit_id,source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
GM-04,Scene-as-ambient,anticipates,Rickert-ambient-rhetoric,,,N/A,anticipatory-projection-dissertation,Cross-pipeline bridge to Rickert Ambient Rhetoric corpus index; scene-as-ambient anticipates ambient-rhetorical environment for persuasion.
GM-04,Scene,partial-exegetical-bridge-to,Aristotelian-substance-via-conatus,,,144-145,partial-exegetical-via-spinoza,Spinozistic conatus as ground-derived agent-equivalent recalls (without citing) Aristotelian self-mover and psuche-as-form-of-body; partial exegetical bridge weaker than GM-06 Burke-Aristotle bridge.
GM-04,Spinoza,anticipates,Hegel-substance-to-subject-shift,,,147,exegetical-burke-grammar-of-motives,Cartesian dualism eventually led into subject-object pair of German idealism and 'so finally to Hegel's programmatic replacement of substance by Subject.'
GM-04,Hellenistic-materialisms,featured-scene-with,Pre-agentification-device,,,159-161,exegetical-burke-grammar-of-motives,Both Epicureanism and Stoicism endow scene with properties of agent: Epicurean clinamen / Stoic pronoia.
GM-04,Lucretius,exhibits-symbolic-trace-of,Maternal-matrix,,,164,exegetical-burke-grammar-of-motives,Mother Venus / Mother Earth / human mother converge as 'philosophic matrix alternative to some poetic parent vaguely comprising all in one.'
GM-04,Grammatical-level,impinges-on,Rhetorical-and-Symbolic-levels,,,161-170,exegetical-burke-grammar-of-motives,"Final subsection's load-bearing claim: scene-featuring at Grammatical level generates traceable Rhetorical (persuasion-effects) and Symbolic (latent imagery, guilt) effects."
GM-03,representative-anecdote,is-methodological-apparatus-of,dramatism,,,59,exegetical-direct,Burke's master analytical instrument: vocabulary built in conformity with a seed-case
GM-03,representative-anecdote,operationalizes,scope-and-reduction-as-pair,,,59,exegetical-direct,Anecdote must have both scope and reduction simultaneously
GM-03,representative-anecdote,exemplified-by,drama,,,60,exegetical-direct,Burke's positive choice — representative anecdote for human motives
GM-03,representative-anecdote,negatively-exemplified-by,conditioned-reflex-experiment,,,59,exegetical-direct,Behaviorist anecdote: informative but not representative
GM-03,representative-anecdote,contains-in-nuce,terminological-structure,,,60,exegetical-direct,The anecdote contains implicitly what the system makes explicit
GM-03,representative-anecdote,licenses,paradigm-or-prototype,,,60,exegetical-direct,Anecdote-plus-paradigm = two complementary summations
GM-03,paradigm-or-prototype,exemplified-by,act-of-creation,,,61,exegetical-direct,The pure or consummate act used as prototype
GM-03,act-as-locus-of-motives,defended-against,reduction-to-four-terms,,,64,exegetical-direct,Act must remain irreducible alongside Scene Agent Agency Purpose
GM-03,act-as-locus-of-motives,equivalent-to,causa-sui,,,66,exegetical-direct,Every act contains a self-caused element
GM-03,act-as-locus-of-motives,attested-by,proverbs,,,67,exegetical-direct,L'appetit vient en mangeant; Uebung macht den Meister
GM-03,act-as-locus-of-motives,attested-by,writing-of-a-long-book,,,67,exegetical-direct,Act produces new conditions of action from within itself
GM-03,act-as-locus-of-motives,grounded-philosophically-in,spinoza-causa-sui,,,68,exegetical-direct,Universal substance as cause-of-itself
GM-03,act-as-locus-of-motives,grounded-aesthetically-in,coleridge-dim-analogue-of-creation,,,68,exegetical-direct,Poetry as dim analogue of Creation
GM-03,act-as-locus-of-motives,grounded-scholastically-in,aquinas-actus-purus,,,66,exegetical-direct,Scholastic definition of God as pure act
GM-03,pantheistic-merger,enabled-by,reflexive-grammar-of-pantheism,,,75,exegetical-direct,Causa sui natura-naturans res-cogitans
GM-03,pantheistic-merger,bridges,theology,,,76,exegetical-direct,Pantheism as bridge from theology to naturalism
GM-03,pantheistic-merger,bridges,naturalism,,,76,exegetical-direct,Pantheism as bridge from theology to naturalism
GM-03,pantheistic-merger,instances,spinoza-deus-sive-natura,,,72,exegetical-direct,Leading example
GM-03,god-term,exemplified-by,being,,,73,exegetical-direct,Over-all summarizing term in pantheistic ontology
GM-03,god-term,exemplified-by,money,,,108,exegetical-direct,Money as god-term in capitalist motive-vocabulary
GM-03,god-term,exemplified-by,god,,,108,exegetical-direct,Original god-term replaced structurally by money
GM-03,circumference,is-methodological-apparatus-of,dramatism,,,77,exegetical-direct,Burke's master construct for scope-of-scene
GM-03,circumference,derived-from,james-letter,,,77,exegetical-direct,Burke borrows the word from James
GM-03,circumference,governed-by,scene-act-ratio,,,77,exegetical-direct,Quality of context affects quality of subject placed in it
GM-03,circumference,governed-by,scene-agent-ratio,,,77,exegetical-direct,Mitya/Alyosha case illustrates both ratios
GM-03,circumference,operationalizes,scope-of-scene,,,77,exegetical-direct,The two terms are working synonyms
GM-03,circumference-selection,is-itself,act-of-faith,,,84,exegetical-direct,Burke's striking phrase — circumference choice as constitutive act
GM-03,narrowing-of-circumference,structures,secularization-process,,,80,exegetical-direct,God-law to natural-law to environment to economic to monetary
GM-03,narrowing-of-circumference,instanced-by,behaviorist-laboratory,,,78,exegetical-direct,Animal circumference applied to human motives
GM-03,narrowing-of-circumference,instanced-by,monetary-reduction,,,91,exegetical-direct,Long applied case-study in chapter
GM-03,circumference,illustrated-by,karamazov-mitya-alyosha,,,85,exegetical-direct,Same scene different circumference different motives
GM-03,monographic-placement,illustrated-by,marshall-swords-and-symbols,,,87,exegetical-direct,Narrow circumference mistaken for wide
GM-03,monographic-placement,diagnostic-failure-is,part-of-to-apart-from-shift,,,89,exegetical-direct,Genitive transformation as misreading
GM-03,wider-circumference-may-be-poorer,grounded-in,windelband-intension-extension-law,,,87,exegetical-direct,Concepts poorer in content as extension increases
GM-03,monetary-reduction,instantiates,narrowing-of-circumference,,,91,exegetical-direct,Stages: God-law to natural-law to economic to monetary
GM-03,transubstantiation-of-money,converts,money,,,92,exegetical-direct,Money from agency to ground/purpose of action
GM-03,money-as-substitute-for-god,structurally-mirrors,communion-service,,,94,exegetical-direct,Both: dialectic of one and many; substance shared in common
GM-03,money-as-substitute-for-god,explains,protestantism-private-godhead,,,112,exegetical-direct,God relocated to private principle as money takes public mediating role
GM-03,capitalist-psychosis,evidenced-by,hurricane-stock-loss-equivalence,,,116,exegetical-direct,Burke's closing anecdote of the monetary-reduction section
GM-03,capitalist-psychosis,variant-of,monetary-psychosis,,,116,exegetical-direct,Burke groups capitalism Fascism Communism as three variants
GM-03,kinds-of-reduction,enumerates,non-verbal-to-verbal,,,96,exegetical-direct,First sense
GM-03,kinds-of-reduction,enumerates,terminology-to-terminology,,,96,exegetical-direct,Second sense
GM-03,kinds-of-reduction,enumerates,lowering-or-narrowing,,,97,exegetical-direct,Third sense — debunking atomism materialism
GM-03,inverted-perfectionism,diagnoses,tough-minded-reductions,,,100,exegetical-direct,All-men-are-X reductions commit purity fallacy
GM-03,complexity-of-a-simple-motive,inverts,representative-anecdote,,,101,exegetical-direct,Methodological converse — simplicity contains diversity
GM-03,titular-motives,instances,pentad-terms,,,103,exegetical-direct,The pentad terms are titular in this sense
GM-03,operationalist-reduction,critiqued-by,same-operations-different-acts,,,107,exegetical-direct,Two men same operations may perform different acts
GM-03,love-knowledge-authority-triad,expands,virgin-and-dynamo-pair,,,122,exegetical-direct,Burke adds Authority as third term to Adams' binary
GM-03,love-knowledge-authority-triad,maps-historical-orders-of-power,motivational-vocabularies,,,118,exegetical-direct,Each order generates a family of motive-vocabularies
GM-03,love-as-ubertas,is-order-of,biological-tribal-reproduction,,,122,exegetical-direct,Realm of food growth fertility appetite
GM-03,knowledge-as-veritas,is-order-of,technological-rational-production,,,122,exegetical-direct,Realm of laboratory factory clinic intellect
GM-03,authority-as-auctoritas,is-order-of,group-cohesion-and-leadership,,,123,exegetical-direct,Originator-progenitor-leader semantic
GM-03,pre-socratic-hylozoism,reinterpreted-as,perception-of-things-as-acts,,,119,exegetical-direct,Activist rather than animist
GM-03,plato-sophist-being-as-power,supports,act-as-locus-of-motives,,,119,exegetical-direct,Being as that which can act or be acted upon
GM-03,representative-anecdote,maps-to-pim-dimension,calleja-pim-narrative-and-ludic,,,N/A,anticipatory-projection (dissertation),Anecdote-as-seed-form parallels PIM's structural-element seeds
GM-03,circumference,maps-to-pim-phase-scale,calleja-macro-micro-phase,,,N/A,anticipatory-projection (dissertation),Burke's cosmic-to-episodic range parallels PIM's phase scale
GM-03,circumference,maps-to-uexkull-construct,umwelt,,,N/A,anticipatory-projection (dissertation),Constructed-environment-as-motive-frame
GM-03,act-as-locus-of-motives,awaits-ontological-grounding-in,aristotle-energeia-entelecheia,,,N/A,exegetical-direct,Burke himself anchors Act in Aristotle/Aquinas — see GM-06
GM-03,plato-republic-bk-x-spindle-of-necessity,illustrates,nested-circumferences,,,87,exegetical-direct,Eight whorls fitted inside one another like a nest of bowls
GM-03,love-knowledge-authority-triad,forward-references,rhetoric-of-motives-identification,,,124,exegetical-direct,Triad as preparation for the Rhetoric's identification/consubstantiation analysis
GM-03,money-as-god-term,forward-references,gm-08-constitutions-money-as-god-term,,,108,exegetical-direct,Money-as-god-term recurs as constitutional vocabulary in GM-08
GM-10,poem,IS-A,symbolic-act,,,447,burke-direct,"'a poem is an act, the symbolic act of the poet who made it'"
GM-10,poem,FUNCTIONS-AS,viaticum,,,447,burke-direct,sacramental provision-for-the-journey leading to the oracle
GM-10,ode-on-grecian-urn,DEPLOYS,mystic-oxymoron,,,449,burke-direct,'heard melodies are sweet but those unheard are sweeter'
GM-10,ode-on-grecian-urn,DEPLOYS,scene-act-ratio,,,453-455,burke-direct,Burke names this explicitly as 'scene-act ratio or dramatic ratio'
GM-10,ode-on-grecian-urn,GENERATES,oracle,,,447-459,burke-direct,'Beauty is truth truth beauty' as terminal motive-statement
GM-10,ode-on-grecian-urn,EXHIBITS,arrested-pre-ecstasy,,,449-450,burke-direct,Bold Lover suspended just-prior-to-fulfilment
GM-10,ode-on-grecian-urn,EXHIBITS,fever-chill-transformation,,,452-459,burke-direct,parallels Keats's phthisic fever-and-chill
GM-10,urn,IS-DESIGNATED-AS,attitude,,,458,burke-direct,'O Attic shape! Fair attitude!'
GM-10,attitude,IS-A,arrested-or-incipient-act,,,458,burke-direct,'an attitude is an arrested or incipient act not just an object'
GM-10,attitude,IS-PROPERTY-OF,agent,,,460,burke-direct,romantic idealist Agent-feature
GM-10,scene-act-ratio,IS-A,synecdoche,,,453,burke-direct,'synecdochic relation of container and thing contained'
GM-10,scene-act-ratio,FUNCTIONS-AS,prediction-engine,,,454,burke-method,transcendent act predicts transcendent scene in stanza IV
GM-10,transcendent-act,REQUIRES,transcendent-scene,,,453-454,burke-direct,'an act and a scene belong together'
GM-10,transcendent-scene,IS-CONCRETIZED-IN,stanza-IV,,,455-457,burke-direct,sacrificial procession / little town vision
GM-10,urn,IS-LITERALLY-GROUND-OF,scene-on-urn,,,457,burke-direct,container-thing-contained surface relation
GM-10,scene-on-urn,IS-TRANSCENDENTALLY-GROUND-OF,urn,,,457,burke-direct,inverted: 'the Urn contains the scene out of which it arose'
GM-10,oracle,RESOLVES,romantic-split-aesthetic-vs-practical,,,447 459,burke-direct,beauty vs truth = poetry vs science
GM-10,romantic-philosophy,FEATURES,agent,,,460,burke-direct,'idealistic philosophies place primary stress upon agent'
GM-10,materialism,FEATURES,scene,,,461,burke-direct,'materialistic science preferred conversely to translate agent into terms of scene'
GM-10,beauty,EQUALS,act,,,459,burke-method,'beauty is an assertion an affirmative a creation hence in the fullest sense an act'
GM-10,truth,EQUALS,scene,,,459,burke-method,'science is a knowledge of what is — and all that is comprises the over-all universal scene'
GM-10,phthisic-fever,IS-MODE-OF,illness-substance,,,452,burke-direct,constitutional substrate
GM-10,phthisic-chill,IS-MODE-OF,illness-substance,,,452,burke-direct,modes of one underlying substance
GM-10,mind,IS,agent,,,452,burke-direct,'the poet's body was a patient the poet's mind was an agent'
GM-10,body,IS,patient,,,452,burke-direct,Aristotelian action/passion reciprocal
GM-10,christian-martyrdom,INVERTS,action-passion-distinction,,,452,burke-direct,acta = passiones
GM-10,imagery,LACKS,negation,,,456,burke-direct,'in imagery there is no negation or disjunction'
GM-10,commandment,IS-LATENTLY,provocation,,,456,burke-direct,thou-shalt-not → what-would-happen-if
GM-10,love-death-equation,IS-DETERMINED-BY,capitalist-individualism,,,450-451,burke-cultural,heightened individual identity makes union-as-death imperious
GM-10,ode-on-grecian-urn,PARALLELS,chapman-homer-sonnet,,,457,burke-direct,sestet 'comes upon a scene' as stanza IV does
GM-10,urn-identification,IS-EXTENDED-BY,yeats-byzantium,,,460,burke-direct,Grecian goldsmiths immortality one step further
GM-10,yeats-chestnut-tree,EXHIBITS,agent-as-foremost,,,461,burke-direct,personified agent + dancer-dance merger
GM-10,ode-on-grecian-urn,REFUTES,kretschmer-materialist-reduction,,,461-463,burke-direct,'no conception of the essential matter here the intense linguistic activity'
GM-10,mystic-oxymoron,EXEMPLIFIES,motives-behind-motives,,,449,burke-direct,prime-mover-at-rest paradox
GM-10,shelley-music-soft-voices,CONTRASTS-WITH,keats-unheard-melodies,,,449-450,burke-direct,naturalistic-temporal vs mystical-eternal-present
GM-10,god-willed-good,EXHIBITS,scene-act-symmetry,,,454-455,burke-direct,because-clause supplies scene for divine act
GM-10,poetic-action,IS,dim-analogue-of-creation,,,455,coleridge-via-burke,Coleridge cited
GM-10,ode-on-grecian-urn,ABOLISHES-ROMANTICISM-THROUGH,romanticism,,,447,burke-direct,raising romanticism to a new order
GM-10,spitzer-milieu-ambiance,SUPPORTS,dramatic-ratio,,,454-fn,burke-citation,'wealth of material illustrative of dramatic ratio'
GM-10,g-wilson-knight-tiptoe-effect,SUPPORTS,arrested-pre-ecstasy,,,450-fn,burke-citation,'poised form a stillness suggesting motion'
GM-10,gm-10-keats,IS-METHODOLOGICAL-TEMPLATE-FOR,dissertation-single-text-chapter,,,447-463,plan-dissertation,parallels Calleja Appendix role
GM-10,gm-10-keats,DEPLOYS-APPARATUS-FROM,gm-01-container,,,453-455,intra-volume,scene-act ratio and container-thing-contained
GM-10,gm-10-keats,DEPLOYS-APPARATUS-FROM,gm-06-act,,,452 455,intra-volume,Aristotelian action/passion + scholastic pure act
GM-10,gm-10-keats,SEEDS,burke-1950-attitude-as-sixth-pentad-term,,,460,forward-burke,'Attitude' identification anticipates Rhetoric of Motives addition
GM-10,urn-ekphrasis,ANTICIPATES,hawhee-rhetorical-vision-phantasia,,,458-459,anticipatory-projection,Yeats-Boehme starry-heavens passage is phantastic-internal
GM-10,scene-act-ratio,ANTICIPATES,heidegger-in-der-welt-sein,,,453-455,anticipatory-projection,Burke=0 Heidegger hits; situational disclosure parallel
GM-10,attitude-arrested-act,ANTICIPATES,heidegger-befindlichkeit,,,458 460,anticipatory-projection,mood as already-disposed act-stance
GM-10,urn-scene-chiasmus,ANTICIPATES,rickert-ambient-rhetoric,,,457,anticipatory-projection,ambience constitutive of rhetorical act
GM-10,attitude-incipient-act,MAPS-TO-PIM-DIMENSION,calleja-incorporation,,,458 460,anticipatory-projection,kinesthetic-affective absorption as arrested act toward gameworld
GM-08,representative-anecdote-applied,grounds-selection-of,constitution-as-stance-word,methodological,,323-340,exegetical,
GM-08,representative-anecdote-applied,rejects-as-metonymic,terminal-as-anecdote,methodological,,326-328,exegetical,
GM-08,representative-anecdote-applied,partially-rejects,total-war-as-representative-case,methodological,,328-335,exegetical,
GM-08,metonymic-vs-synecdochic-anecdote,defines-criterion-of,representative-anecdote-applied,definitional,,326-328,exegetical,
GM-08,two-concentric-circles,inherited-from-biographia,coleridge-pantisocracy,intertextual,,325-326,exegetical,
GM-08,two-concentric-circles,extends-into,GM-01-CONTAINER-scene-act-ratio,intra-volume,,325-326,exegetical,
GM-08,total-war-as-representative-case,licenses-partial-use-of-war,constitutive-vs-admonitory,methodological,,328-332,exegetical,
GM-08,constitutive-vs-admonitory,instantiated-by,peace-constitutive-or-directive,methodological,,330-335,exegetical,
GM-08,peace-constitutive-or-directive,leads-into,religious-vs-secular-futurism,methodological,,332-336,exegetical,
GM-08,religious-vs-secular-futurism,subordinated-under,ontology-vs-futurism,conceptual,,333-337,exegetical,
GM-08,ontology-vs-futurism,grounds-in,scene-act-master-ratio-constitutional,scene-act-ratio,,336-337,exegetical,
GM-08,imagistic-vs-conceptual-summary,resolves-via,five-terms-as-beginning,methodological,,338-341,exegetical,
GM-08,five-terms-as-beginning,reasserts-canonical-statement,GM-00-INTRO-pentad,intra-volume,,340-341,exegetical,
GM-08,constitution-as-stance-word,inherits-from,GM-02-ANTINOMIES-substance-vocabulary,intra-volume,,323-341,exegetical,
GM-08,six-dictionary-meanings-of-constitution,demonstrates-pentadic-spread-of,constitution-as-stance-word,definitional,,341,exegetical,
GM-08,six-dictionary-meanings-of-constitution,covers-all-five-terms,five-terms-as-beginning,pentad-applied,,341,exegetical,
GM-08,law-as-codification-vs-innovation,prefigures,GM-09-DIALECTIC-GEN-transformation-of-terms,intra-volume,,342-343,exegetical,
GM-08,anarchism-as-ideal,collapses-into-when-organized,anarcho-syndicalism-oxymoron,case-study,,344-346,exegetical,
GM-08,anarcho-syndicalism-oxymoron,operationalized-as,anarcho-syndicalist-constitution,case-study,,345-349,exegetical,
GM-08,anarcho-syndicalist-constitution,exemplifies-tension,ideal-vs-organizational,structural-tension,,345-349,exegetical,
GM-08,positive-vs-negative-laissez-faire,located-on,spectrum-freedom-capitalism,case-study,,349-353,exegetical,
GM-08,spectrum-freedom-capitalism,governed-by,strategic-choice-of-circumference,methodological,,350-355,exegetical,
GM-08,strategic-choice-of-circumference,instantiated-by,money-as-god-term,case-study,,354-356,exegetical,
GM-08,money-as-god-term,extends-scene-as-motive-locus,GM-04-SCENE-materialism,intra-volume,,355-356,exegetical,
GM-08,money-as-god-term,connects-to,principles-vs-reform,case-study,,355-357,exegetical,
GM-08,principles-vs-reform,exploited-rhetorically-by,constitutions-agonistic,methodological,,356-360,exegetical,
GM-08,constitutions-agonistic,structures-address-via-opponent,constitutions-addressed-by-agents-to-agents,structural,,357-362,exegetical,
GM-08,constitutions-addressed-by-agents-to-agents,identifies-constitution-as,GM-05-AGENT-idealism,intra-volume,,360-362,exegetical,
GM-08,constitution-behind-the-constitution,implements,scene-act-master-ratio-constitutional,scene-act-ratio,,362-364,exegetical,
GM-08,constitution-behind-the-constitution,instantiated-as-business-values-in-US-case,capitalist-constitution,case-study,,362-364,exegetical,
GM-08,capitalist-constitution,produces,shifts-locus-of-representative,structural,,363-365,exegetical,
GM-08,shifts-locus-of-representative,answered-by-strategy-of,generalizing-of-wishes,methodological,,365-367,exegetical,
GM-08,generalizing-of-wishes,explains,limits-and-powers-of-a-constitution,methodological,,365-368,exegetical,
GM-08,coleridge-pantisocracy,illustrates-via,motive-vs-impulse,intertextual,,368-371,exegetical,
GM-08,motive-vs-impulse,parallels,ideal-vs-organizational,structural,,368-371,exegetical,
GM-08,constitutions-partially-representative,demonstrated-by,coleridge-pantisocracy,case-study,,371-373,exegetical,
GM-08,principles-of-conflict-among-principles,grounds,essentializing-vs-proportional,methodological,,373-380,exegetical,
GM-08,constitution-makes-extra-constitutionality-mandatory,requires-recourse-to,constitution-behind-the-constitution,structural,,376-378,exegetical,
GM-08,every-law-partially-constitutional,motivates-distinction,essentializing-vs-proportional,methodological,,378-380,exegetical,
GM-08,essentializing-vs-proportional,exemplified-via-marbury,marshall-judicial-review,case-study,,380-388,exegetical,
GM-08,marshall-judicial-review,situates-in,capitalist-constitution,case-study,,385-388,exegetical,
GM-08,constitutional-unity-and-political-diversity,resolved-temporally-by,role-of-the-president,structural,,388-393,exegetical,
GM-08,role-of-the-president,exercised-via,political-rhetoric-as-secular-prayer,rhetorical,,391-394,exegetical,
GM-08,political-rhetoric-as-secular-prayer,instantiates-distinction,constitutive-vs-admonitory,rhetorical,,393-394,exegetical,
GM-08,war-and-collective-sacrifice,inverts-individualist-substance-of,money-as-god-term,structural,,394-398,exegetical,
GM-08,war-and-collective-sacrifice,re-instantiates,constitutive-vs-admonitory,case-study,,394-398,exegetical,
GM-08,dialectics-of-federation,maps-onto-imagination-fancy-via,two-concentric-circles,intertextual,,398-401,exegetical,
GM-08,dialectics-of-federation,resolves-spatially,constitutional-unity-and-political-diversity,structural,,398-401,exegetical,
GM-08,representative-anecdote-applied,inherits-from-Part-1.III,GM-03-SCOPE-representative-anecdote,intra-volume,,323-340,exegetical,
GM-08,constitution-as-stance-word,uses-trope-of,GM-13-TROPES-synecdoche,intra-volume,,326-328,exegetical,
GM-08,metonymic-vs-synecdochic-anecdote,uses-trope-of,GM-13-TROPES-metonymy,intra-volume,,326-328,exegetical,
GM-08,money-as-god-term,template-for-diagnosing-game-theory-god-terms,Calleja-PIM-anticipatory,cross-pipeline,,355-356,anticipatory-projection,
GM-08,constitution-behind-the-constitution,template-for-implicit-ground-of-game-theories,Calleja-PIM-anticipatory,cross-pipeline,,362-364,anticipatory-projection,
GM-08,strategic-choice-of-circumference,template-for-circumference-of-game-experience-key-terms,Calleja-PIM-anticipatory,cross-pipeline,,354-355,anticipatory-projection,
GM-08,five-terms-as-beginning,explicitly-cites,Aristotle-final-cause-prime-mover,cross-pipeline,,340,exegetical,
GM-08,constitutions-partially-representative,prefigures-consubstantiality,Burke-Rhetoric-of-Motives-1950,cross-pipeline,,371-373,forward-reference,
GM-08,total-war-as-representative-case,anticipates-conflict-analytic,Burke-War-of-Words-2018,cross-pipeline,,328-335,forward-reference,
GM-08,political-rhetoric-as-secular-prayer,anticipates-late-Burke-rhetoric-of-war,Burke-War-of-Words-2018,cross-pipeline,,393-394,forward-reference,
GM-08,constitution-behind-the-constitution,parallels-implicit-ground-of-Dasein,Heidegger-Worumwillen-In-der-Welt-sein,cross-pipeline,,362-364,anticipatory-projection,
GM-08,constitution-behind-the-constitution,parallels-ambient-scenic-ground,Rickert-ambient-rhetoric,cross-pipeline,,362-364,anticipatory-projection,
GM-08,constitutive-vs-admonitory,parallels-structure-of,Gross-uncomfortable-situations-incipient-acts,cross-pipeline,,330-332,anticipatory-projection,
GM-08,coleridge-pantisocracy,inherits-concentric-circles,Coleridge-Biographia-ch-XXII,intertextual,,325-326,exegetical,
GM-08,essentializing-vs-proportional,connects-to-aristotelian-substance-as-act,GM-06-ACT-realism,intra-volume,,380-385,exegetical,
GM-08,dialectics-of-federation,maps-onto,Coleridge-fancy-imagination,intertextual,,400-401,exegetical,
GM-08,role-of-the-president,instantiated-by-polio-motivational-background,FDR-action-vs-motion,case-study,,391-393,exegetical,
GM-08,constitutions-agonistic,prefigures-dialectic-of-opponents,GM-09-DIALECTIC-GEN-transformation,intra-volume,,357-360,exegetical,
GM-08,war-and-collective-sacrifice,inverts,Adam-Smith-individualist-dialectic,intertextual,,397,exegetical,
GM-13,C-TROPE,parent-of,C-METAPHOR,tropology,1,503,burke,one of the four master tropes
GM-13,C-TROPE,parent-of,C-METONYMY,tropology,1,503,burke,one of the four master tropes
GM-13,C-TROPE,parent-of,C-SYNECDOCHE,tropology,1,503,burke,one of the four master tropes
GM-13,C-TROPE,parent-of,C-IRONY,tropology,1,503,burke,one of the four master tropes
GM-13,C-METAPHOR,literal-realistic-substitute,C-PERSPECTIVE,tropology,1,503,burke,burke's first substitution
GM-13,C-METONYMY,literal-realistic-substitute,C-REDUCTION,tropology,1,503,burke,burke's second substitution
GM-13,C-SYNECDOCHE,literal-realistic-substitute,C-REPRESENTATION,tropology,1,503,burke,burke's third substitution
GM-13,C-IRONY,literal-realistic-substitute,C-DIALECTIC,tropology,1,503,burke,burke's fourth substitution
GM-13,C-METAPHOR,shades-into,C-METONYMY,tropology,1,505,burke,inter-transformability principle
GM-13,C-METONYMY,shades-into,C-SYNECDOCHE,tropology,1,507,burke,a reduction is a representation (relief-map argument)
GM-13,C-SYNECDOCHE,shades-into,C-IRONY,tropology,1,511,burke,reversible-pairs synecdoche opens into the dialectical interaction of irony
GM-13,C-IRONY,shades-into,C-METAPHOR,tropology,1,512,burke,perspective of perspectives is itself a perspective; the cycle closes
GM-13,C-INTER-TRANSFORM,governs,C-TROPE,tropology,1,503,burke,any trope fully developed generates the other three
GM-13,C-METAPHOR,operationalizes,C-CHARACTER,tropology,1,503,burke,metaphor sees one character in terms of another
GM-13,C-METAPHOR,is-defined-by,C-CARRYING-OVER,tropology,2,504,burke,carrying-over of a term across realms (per Permanence and Change)
GM-13,C-METAPHOR,grounds,C-DEGREES-OF-BEING,tropology,2,504,burke,characters possess being in proportion to perspectives-supportable
GM-13,C-METAPHOR,most-implicates-pentad-term,burke-agency,dramatism,1,503,phase2,perspective is the means-of-considering (agency)
GM-13,C-METAPHOR,most-implicates-pentad-term,burke-scene,dramatism,2,503,phase2,perspective re-scenes the act
GM-13,C-METONYMY,strategy,C-CORPOREAL-INCORPOREAL,tropology,1,506,burke,convey incorporeal in terms of corporeal
GM-13,C-METONYMY,is-device-of,C-POETIC-REALISM,tropology,1,506,burke,metonymy proper as poetic-realist archaicizing
GM-13,C-REDUCTION,is-device-of,C-SCIENTIFIC-REALISM,tropology,1,506,burke,reduction is metonymy proper to scientific realism
GM-13,C-METONYMY,distinguishes,C-POETIC-VS-SCIENTIFIC-BEHAVIORISM,tropology,1,507,burke,poet uses metonymy as figure; behaviorist as real reduction
GM-13,C-REDUCTION,is-one-direction,C-REPRESENTATION,tropology,1,509,burke,reduction goes quality-to-quantity only; representation is two-way
GM-13,C-METONYMY,most-implicates-pentad-term,burke-act,dramatism,1,506,phase2,act reduced to behavior
GM-13,C-METONYMY,most-implicates-pentad-term,burke-agency,dramatism,2,506,phase2,reduction is a methodological apparatus
GM-13,C-SYNECDOCHE,covers-range,C-REPRESENTATION,tropology,1,507,burke,full dictionary range (part-for-whole etc) implies convertibility
GM-13,C-SYNECDOCHE,paradigm,C-MICRO-MACRO,tropology,1,508,burke,noblest synecdoche is microcosm-macrocosm identity
GM-13,C-SYNECDOCHE,exemplified-by,leibniz-monadology,tropology,1,508,burke,leibniz uses 'representation' as his own term
GM-13,C-SYNECDOCHE,exemplified-by,rousseau-volonte-generale,tropology,1,508,burke,political representation as synecdochic
GM-13,C-SYNECDOCHE,exemplified-by,coleridge-albatross,literary-criticism,1,509,burke,albatross is a gerundive
GM-13,C-SYNECDOCHE,exemplified-by,melville-ahab,literary-criticism,1,509,burke,ahab as pursuer is pursued
GM-13,C-SYNECDOCHE,extended-to,reversible-pairs,tropology,2,509,burke,burke 'coaches' synecdoche to cover disease/cure hero/villain active/passive
GM-13,C-SYNECDOCHE,most-implicates-pentad-term,burke-agent,dramatism,1,508,phase2,part-whole convertibility holds especially for agent-to-class
GM-13,C-SYNECDOCHE,most-implicates-pentad-term,burke-purpose,dramatism,2,508,phase2,macrocosmic whole as instantiated purpose
GM-13,C-REPRESENTATIVE-ANECDOTE,opposes,C-REDUCTION,methodology,1,510,burke,reductive anecdote is not representative
GM-13,C-REPRESENTATIVE-ANECDOTE,bridges,C-SYNECDOCHE,methodology,1,510,burke,representativeness is synecdochic convertibility
GM-13,C-IRONY,arises-from,C-PERSP-OF-PERSP,tropology,1,512,burke,interaction of all terms produces the total form
GM-13,C-IRONY,equates,C-DRAMATIC-EQ-DIALECTIC,tropology,1,511,burke,where ideas are in action drama; where agents are in ideation dialectic
GM-13,C-IRONY,opposes,C-RELATIVISM,tropology,1,512,burke,relativism is fragmentation of drama or dialectic
GM-13,C-IRONY,distinguishes-type,C-ROMANTIC-IRONY,tropology,1,514,burke,pharisaic / superior / external to enemy
GM-13,C-IRONY,distinguishes-type,C-CLASSIC-IRONY,tropology,1,514,burke,humble / consubstantial / contains the enemy within
GM-13,C-CLASSIC-IRONY,grounds-in,C-CONSUBSTANTIALITY-IRONY,tropology,1,514,burke,simultaneously outside and within
GM-13,C-CLASSIC-IRONY,exemplified-by,flaubert-madame-bovary,literary-criticism,1,514,burke,madame bovary c'est moi
GM-13,C-CLASSIC-IRONY,exemplified-by,newton-criminal,history,1,515,burke,that man is going to prison for me
GM-13,C-CLASSIC-IRONY,exemplified-by,shakespeare-falstaff,literary-criticism,1,515,burke,falstaff identifies with the victim (footnote)
