source_id,relation,target_id,domain,centrality_tier,book_pages,provenance,source_units,notes,resolution_status
appreciation-as-motive,bridges-to,Burke-Rhetoric-1950-consubstantiation,,,489,pending-future-rhetoric-of-motives-pipeline,GM-12,Appropriation/make-it-one's-own as identification precursor,heuristic-pending-3A
redemption-of-complaint,bridges-to,Gross-incipient-act-2017,,,489,anticipatory-projection-dissertation,GM-12,Emotion arrested at threshold and transformed,heuristic-pending-3A
oeuvre-level-dramatism,bridges-to,Calleja-PIM-corpus-application,,,GM-12-throughout,anticipatory-projection-dissertation,GM-12,Primary reciprocal dissertation bridge,heuristic-pending-3A
Coleridge-fancy,footnote-supports,butterfly-poem-reading,,,499-footnote,exegetical-intra-volume,GM-12,Fancy as common-element-in-contrasted-images,heuristic-pending-3A
Wordsworth-ode,footnote-frames,Virginia-Britannia,,,500-footnote,exegetical-intra-volume,GM-12,Intimation of glory as Wordsworthian close,heuristic-pending-3A
Verhaeren-clocks,footnote-contrasts-with,Moore-contemplative-clocks,,,495-footnote,exegetical-intra-volume,GM-12,Ominous vs. contemplative clock-faces,heuristic-pending-3A
refutation-by-silence,opposes,eristic-dialectic,,,492,exegetical-intra-volume,GM-12,Feminine non-disputational refusal as dialectical posture,heuristic-pending-3A
methodological-poems-Selected-Poems,dropped-from,What-Are-Years,,,502,exegetical-intra-volume,GM-12,Burke's catalog of nine methodological poems Moore retired,heuristic-pending-3A
Hobbes,features-as-locus,Scene,,,132-137,exegetical-burke-grammar-of-motives,GM-04,"Hobbes as 'most thorough and picturesque exemplar of a vocabulary systematically built on extension' (book p.132); reduces sense, imagination, will, passion to motion.",heuristic-pending-3A
Spinoza,features-as-locus,Scene,,,137-152,exegetical-burke-grammar-of-motives,GM-04,Deus sive Natura = action equals motion (book p.137); the chapter's central interlocutor; Spinoza occupies a watershed scenic position.,heuristic-pending-3A
Darwin,features-as-locus,Scene,,,152-159,exegetical-burke-grammar-of-motives,GM-04,"Conditions of Existence as higher law (book p.153); 'as nearly perfect an instance of materialism, or reduction to scene, as one could hope for.'",heuristic-pending-3A
Lucretius,features-as-locus,Scene,,,159-160,exegetical-burke-grammar-of-motives,GM-04,Atomic void and falling atoms as scenic ground; clinamen as pre-agentification of scene.,heuristic-pending-3A
Epicureanism,features-as-locus,Scene,,,159-160_163,exegetical-burke-grammar-of-motives,GM-04,Atomic-and-void scene with chance-deviation; Burke's parallel-to-Darwinian-evolution reading.,heuristic-pending-3A
Stoicism,features-as-locus,Scene,,,160-161_165-169,exegetical-burke-grammar-of-motives,GM-04,Cosmos-as-providential-plan; pronoia/Reason/Will-of-God as scenic ground; Aurelius and Epictetus as exemplar Stoics.,heuristic-pending-3A
Scene,maps-to-pim-dimension,Spatial,,,N/A,anticipatory-projection-dissertation,GM-04,Primary Calleja-PIM mapping. Scene = bounded subjectively-constituted environment; same structural insight as Calleja's Spatial-involvement dimension.,heuristic-pending-3A
Scene,maps-to-pim-dimension,Kinesthetic,,,N/A,anticipatory-projection-dissertation,GM-04,Secondary Calleja-PIM mapping. Body-in-space subdimension as scene-agent ratio at the player's micro-temporal phase.,heuristic-pending-3A
Scene,maps-to-uexkull-construct,Umwelt,,,N/A,anticipatory-projection-dissertation,GM-04,STRONGEST anticipated cross-pipeline mapping. Burke containing-Scene and Uexkull Umwelt converge on motive-locus as bounded subjectively-constituted environment. Burke 1945 = 0 Uexkull hits per Phase 0.,heuristic-pending-3A
Scene,maps-to-uexkull-construct,Merkwelt+Wirkwelt,,,N/A,anticipatory-projection-dissertation,GM-04,Burke's scene-as-given (perceived) and scene-as-acted-upon (effector) split corresponds to Uexkull's perceptual-world/effector-world distinction.,heuristic-pending-3A
Scene,awaits-ontological-grounding-in,In-der-Welt-sein,,,N/A,anticipatory-projection-dissertation,GM-04,Heideggerian existential. Burke 1945 = 0 Heidegger hits per Phase 0; Macquarrie-Robinson translation of SZ = 1962. Via BCAP and Being-and-Time corpus indices.,heuristic-pending-3A
Scene,awaits-ontological-grounding-in,Befindlichkeit,,,N/A,anticipatory-projection-dissertation,GM-04,Heideggerian situatedness/attunement; structural parallel to scene-as-containing-principle for action.,heuristic-pending-3A
Hobbes,reduces-to-motion,Sense,,,133,exegetical-burke-grammar-of-motives,GM-04,Sense caused by external body or object pressing the organ; qualities are motions of matter pressing organs diversely.,heuristic-pending-3A
Hobbes,reduces-to-motion,Imagination,,,133-134,exegetical-burke-grammar-of-motives,GM-04,Imagination as 'decaying sense' — a weaker motion; memory same motion further faded.,heuristic-pending-3A
Hobbes,reduces-to-motion,Reason,,,133-134,exegetical-burke-grammar-of-motives,GM-04,Reason as 'sum total from addition of parcels'; the comptometer-model of mind.,heuristic-pending-3A
Hobbes,reduces-to-motion,Will,,,135,exegetical-burke-grammar-of-motives,GM-04,Will = 'last appetite in deliberating'; mechanical triumph of stronger motion over weaker.,heuristic-pending-3A
Hobbes,reduces-to-motion,Passion,,,134-135,exegetical-burke-grammar-of-motives,GM-04,Passions as appetite (horme) and aversion (aphorme); endeavor as the first internal beginning of voluntary motion.,heuristic-pending-3A
Hobbes,exhibits-symmetry-break-via,Act,,,135-137,exegetical-burke-grammar-of-motives,GM-04,"Tactical re-emergence of 'action' under moral pressure; Hobbes speaks of will as 'the act, not the faculty, of willing.'",heuristic-pending-3A
Spinoza,equates,Action_and_Motion,,,137,exegetical-burke-grammar-of-motives,GM-04,Deus sive Natura read as 'action equals motion'; the watershed equation.,heuristic-pending-3A
Spinoza,introduces,Conatus,,,144-145,exegetical-burke-grammar-of-motives,GM-04,Conatus in suo esse perseverandi as scenically-derived agent-equivalent; an internal motivational locus generated by limited application of the total-context definitions.,heuristic-pending-3A
Conatus,functions-as,Agent-equivalent,,,144-145,exegetical-burke-grammar-of-motives,GM-04,Burke: 'This concept of the conatus performs the function regularly covered by our term agent.',heuristic-pending-3A
Spinoza_natura_naturans,pairs-with,Spinoza_natura_naturata,,,140-141,exegetical-burke-grammar-of-motives,GM-04,Active/passive partition of the scenic whole; primus inter pares pattern with active term foremost.,heuristic-pending-3A
Spinoza_geometry,exhibits,Scenic_contextualism,,,143-144,exegetical-burke-grammar-of-motives,GM-04,'All determination is negation'; finite things as negations within positive total context.,heuristic-pending-3A
Spinozistic_intuition,is-derived-from,Reason,,,151-152,exegetical-burke-grammar-of-motives,GM-04,Three kinds of knowledge: intuition derived from Reason hence still scenic; opposite of Bergsonian intuition.,heuristic-pending-3A
Spinoza,bridges,Theistic-to-naturalistic-vocabularies,,,138-139,exegetical-burke-grammar-of-motives,GM-04,Pantheist merger of God and Nature provides perfect transition between vocabulary registers.,heuristic-pending-3A
Darwin_Conditions-of-Existence,exemplifies,Materialist-higher-law,,,153,exegetical-burke-grammar-of-motives,GM-04,Darwin's own formulation of Conditions of Existence as 'higher law' subsuming Unity of Type.,heuristic-pending-3A
Darwin_variability,functions-as,Janus-term-between-scene-and-agent,,,157-158,exegetical-burke-grammar-of-motives,GM-04,Allows two meanings: cause ab extra (scenic) vs internal principle of motion (agentic); productively ambiguous.,heuristic-pending-3A
Darwin_organism,is,Agent-minus,,,155-156,exegetical-burke-grammar-of-motives,GM-04,Burke's Grammatical equivalent; organisms partially classed under agent because behavior must be accounted for by some internal principle of self-movement.,heuristic-pending-3A
Mivart,exerts-pressure-on,Darwinian-materialism,,,154-155,exegetical-burke-grammar-of-motives,GM-04,Mivart posits 'internal force or tendency'; Darwin's minimum concession ('tendency to ordinary variability') marks where pressure of agent is visible.,heuristic-pending-3A
Mendel,contrasts-with,Darwin_as-idealoid-biology,,,156,exegetical-burke-grammar-of-motives,GM-04,Mendelian inheritance laws apply to agents/agent-minuses; cloistered priest sees not selective competition but internal variation.,heuristic-pending-3A
Lucretius_clinamen,is,Pre-agentification-of-scene,,,159-160,exegetical-burke-grammar-of-motives,GM-04,Atomic swerve as internal seed of action lodged in pure motion; gives scenic derivation for human freedom.,heuristic-pending-3A
Lucretius_clinamen,parallels,Darwin_variability,,,159,exegetical-burke-grammar-of-motives,GM-04,Both perform 'pre-agentification of scene' function: an internal device for transcending sheer motion and opening toward action.,heuristic-pending-3A
Stoicism,bridges-to,Pragmatism,,,161,exegetical-burke-grammar-of-motives,GM-04,Marcus Aurelius's moral utilitarianism builds the bridge 'from Providence to pragmatism' via agency-purpose ratio.,heuristic-pending-3A
Stoic_pronoia,is,Purposive-scene,,,161,exegetical-burke-grammar-of-motives,GM-04,Nature equated with Providence/Reason/Will-of-God/strict logical Necessity; purposive cosmic scene.,heuristic-pending-3A
Epictetus_prokope,differs-from,Aurelius_prokope,,,166-168,exegetical-burke-grammar-of-motives,GM-04,Slave-Stoic vs emperor-Stoic; ladder-from-spiritual-slavery vs voluntary-self-subjection; same word two scenic situations.,heuristic-pending-3A
Lucretius_De-Rerum-Natura,exhibits-cross-purposes-at,Rhetorical-and-Symbolic-levels,,,162-165,exegetical-burke-grammar-of-motives,GM-04,Venus-invocation vs plague-ending; Mother-Venus/Mother-Earth/human-mother matrix; Poeni/Poenae pun.,heuristic-pending-3A
Marcus-Aurelius_sex-repression,reads-Reichian-as,Political-dispiriting-device,,,168-169,exegetical-burke-grammar-of-motives,GM-04,Burke's Symbolic-level reading via Wilhelm Reich; sex-repression as scenic ground of imperial political stability.,heuristic-pending-3A
Stoic_transcendence-of-offal,is-symbolic-collapse-of,Transubstantiation-of-the-excremental,,,166,exegetical-burke-grammar-of-motives,GM-04,Sudden bursts of hatred-of-the-flesh as Symbolic-plane collapse of the doctrine's panentheistic acceptance.,heuristic-pending-3A
Scene-act-ratio,operates-under,Materialist-construal,,,127-170,exegetical-burke-grammar-of-motives,GM-04,The materialist version: the act follows mechanically from the scene; will is what the scenic balance of appetites tips toward.,heuristic-pending-3A
Scene-agent-ratio,operates-under,Materialist-construal,,,127-170,exegetical-burke-grammar-of-motives,GM-04,"The materialist version: agent traits derivable from scenic ground (Hobbesian sovereignty, Darwinian variability, Spinozistic conatus).",heuristic-pending-3A
Materialism,narrows,Circumference-of-scene,,,131,exegetical-burke-grammar-of-motives,GM-04,'With materialism the circumference of scene is so narrowed as to involve the reduction of action to motion.',heuristic-pending-3A
Scene,answers,Where-and-in-what-situation-question,,,127_xv,exegetical-burke-grammar-of-motives,GM-04,The pentad question for Scene (from GM-00 Introduction recalled in chapter); fixed in chapter's operationalization.,heuristic-pending-3A
Spinoza_intellectual-love-of-God,remains,Scenic-despite-idealistic-edge,,,150-152,exegetical-burke-grammar-of-motives,GM-04,Particulars understood sub specie aeternitatis = particulars in their total context = apex of scenic comprehension; not its abandonment.,heuristic-pending-3A
Hobbes_State-as-gigantic-man,projects,Scenic-into-political,,,132-133,exegetical-burke-grammar-of-motives,GM-04,Body-politic mechanism extended from individual body to State; Coriolanus belly-and-members parable as literary counterpart.,heuristic-pending-3A
Scene,maps-to-dissertation,Game-world+room+social-context,,,N/A,anticipatory-projection-dissertation,GM-04,"Dissertation game-user-motive analytic target: stack of layers (game-world, player's room, social/multiplayer/streaming context).",heuristic-pending-3A
Pre-agentification-of-scene,maps-to-dissertation,Game-AI-and-procedural-systems,,,N/A,anticipatory-projection-dissertation,GM-04,"Game-world AI, procedural generation, emergent NPC behavior, dynamic difficulty as pre-agentified scene; level behaves quasi-agentically without being discrete agent.",heuristic-pending-3A
Scenic-circumference,maps-to-dissertation,Game-studies-theory-boundary,,,N/A,anticipatory-projection-dissertation,GM-04,Different game-studies theories draw player's relevant scene at different radii (screen alone / screen+controller / avatar's diegetic environment / player+room+audience).,heuristic-pending-3A
Scene,awaits-rhetoric-of-motives-modifier,Attitude,,,N/A,anticipatory-projection-future-pipeline,GM-04,Forward-reference: Attitude as 6th pentad term will modify Scene operationalization via affective-coloring slot; maps to Calleja Affective dimension.,heuristic-pending-3A
Scene-as-ambient,anticipates,Rickert-ambient-rhetoric,,,N/A,anticipatory-projection-dissertation,GM-04,Cross-pipeline bridge to Rickert Ambient Rhetoric corpus index; scene-as-ambient anticipates ambient-rhetorical environment for persuasion.,heuristic-pending-3A
Scene,partial-exegetical-bridge-to,Aristotelian-substance-via-conatus,,,144-145,partial-exegetical-via-spinoza,GM-04,Spinozistic conatus as ground-derived agent-equivalent recalls (without citing) Aristotelian self-mover and psuche-as-form-of-body; partial exegetical bridge weaker than GM-06 Burke-Aristotle bridge.,heuristic-pending-3A
Spinoza,anticipates,Hegel-substance-to-subject-shift,,,147,exegetical-burke-grammar-of-motives,GM-04,Cartesian dualism eventually led into subject-object pair of German idealism and 'so finally to Hegel's programmatic replacement of substance by Subject.',heuristic-pending-3A
Hellenistic-materialisms,featured-scene-with,Pre-agentification-device,,,159-161,exegetical-burke-grammar-of-motives,GM-04,Both Epicureanism and Stoicism endow scene with properties of agent: Epicurean clinamen / Stoic pronoia.,heuristic-pending-3A
Lucretius,exhibits-symbolic-trace-of,Maternal-matrix,,,164,exegetical-burke-grammar-of-motives,GM-04,Mother Venus / Mother Earth / human mother converge as 'philosophic matrix alternative to some poetic parent vaguely comprising all in one.',heuristic-pending-3A
Grammatical-level,impinges-on,Rhetorical-and-Symbolic-levels,,,161-170,exegetical-burke-grammar-of-motives,GM-04,"Final subsection's load-bearing claim: scene-featuring at Grammatical level generates traceable Rhetorical (persuasion-effects) and Symbolic (latent imagery, guilt) effects.",heuristic-pending-3A
representative-anecdote,is-methodological-apparatus-of,dramatism,,,59,exegetical-direct,GM-03,Burke's master analytical instrument: vocabulary built in conformity with a seed-case,heuristic-pending-3A
representative-anecdote,operationalizes,scope-and-reduction-as-pair,,,59,exegetical-direct,GM-03,Anecdote must have both scope and reduction simultaneously,heuristic-pending-3A
representative-anecdote,exemplified-by,drama,,,60,exegetical-direct,GM-03,Burke's positive choice — representative anecdote for human motives,heuristic-pending-3A
representative-anecdote,negatively-exemplified-by,conditioned-reflex-experiment,,,59,exegetical-direct,GM-03,Behaviorist anecdote: informative but not representative,heuristic-pending-3A
representative-anecdote,contains-in-nuce,terminological-structure,,,60,exegetical-direct,GM-03,The anecdote contains implicitly what the system makes explicit,heuristic-pending-3A
representative-anecdote,licenses,paradigm-or-prototype,,,60,exegetical-direct,GM-03,Anecdote-plus-paradigm = two complementary summations,heuristic-pending-3A
paradigm-or-prototype,exemplified-by,act-of-creation,,,61,exegetical-direct,GM-03,The pure or consummate act used as prototype,heuristic-pending-3A
act-as-locus-of-motives,defended-against,reduction-to-four-terms,,,64,exegetical-direct,GM-03,Act must remain irreducible alongside Scene Agent Agency Purpose,heuristic-pending-3A
act-as-locus-of-motives,equivalent-to,causa-sui,,,66,exegetical-direct,GM-03,Every act contains a self-caused element,heuristic-pending-3A
act-as-locus-of-motives,attested-by,proverbs,,,67,exegetical-direct,GM-03,L'appetit vient en mangeant; Uebung macht den Meister,heuristic-pending-3A
act-as-locus-of-motives,attested-by,writing-of-a-long-book,,,67,exegetical-direct,GM-03,Act produces new conditions of action from within itself,heuristic-pending-3A
act-as-locus-of-motives,grounded-philosophically-in,spinoza-causa-sui,,,68,exegetical-direct,GM-03,Universal substance as cause-of-itself,heuristic-pending-3A
act-as-locus-of-motives,grounded-aesthetically-in,coleridge-dim-analogue-of-creation,,,68,exegetical-direct,GM-03,Poetry as dim analogue of Creation,heuristic-pending-3A
act-as-locus-of-motives,grounded-scholastically-in,aquinas-actus-purus,,,66,exegetical-direct,GM-03,Scholastic definition of God as pure act,heuristic-pending-3A
pantheistic-merger,enabled-by,reflexive-grammar-of-pantheism,,,75,exegetical-direct,GM-03,Causa sui natura-naturans res-cogitans,heuristic-pending-3A
pantheistic-merger,bridges,theology,,,76,exegetical-direct,GM-03,Pantheism as bridge from theology to naturalism,heuristic-pending-3A
pantheistic-merger,bridges,naturalism,,,76,exegetical-direct,GM-03,Pantheism as bridge from theology to naturalism,heuristic-pending-3A
pantheistic-merger,instances,spinoza-deus-sive-natura,,,72,exegetical-direct,GM-03,Leading example,heuristic-pending-3A
god-term,exemplified-by,being,,,73,exegetical-direct,GM-03,Over-all summarizing term in pantheistic ontology,heuristic-pending-3A
god-term,exemplified-by,money,,,108,exegetical-direct,GM-03,Money as god-term in capitalist motive-vocabulary,heuristic-pending-3A
god-term,exemplified-by,god,,,108,exegetical-direct,GM-03,Original god-term replaced structurally by money,heuristic-pending-3A
circumference,is-methodological-apparatus-of,dramatism,,,77,exegetical-direct,GM-03,Burke's master construct for scope-of-scene,heuristic-pending-3A
circumference,derived-from,james-letter,,,77,exegetical-direct,GM-03,Burke borrows the word from James,heuristic-pending-3A
circumference,governed-by,scene-act-ratio,,,77,exegetical-direct,GM-03,Quality of context affects quality of subject placed in it,heuristic-pending-3A
circumference,governed-by,scene-agent-ratio,,,77,exegetical-direct,GM-03,Mitya/Alyosha case illustrates both ratios,heuristic-pending-3A
circumference,operationalizes,scope-of-scene,,,77,exegetical-direct,GM-03,The two terms are working synonyms,heuristic-pending-3A
circumference-selection,is-itself,act-of-faith,,,84,exegetical-direct,GM-03,Burke's striking phrase — circumference choice as constitutive act,heuristic-pending-3A
narrowing-of-circumference,structures,secularization-process,,,80,exegetical-direct,GM-03,God-law to natural-law to environment to economic to monetary,heuristic-pending-3A
narrowing-of-circumference,instanced-by,behaviorist-laboratory,,,78,exegetical-direct,GM-03,Animal circumference applied to human motives,heuristic-pending-3A
narrowing-of-circumference,instanced-by,monetary-reduction,,,91,exegetical-direct,GM-03,Long applied case-study in chapter,heuristic-pending-3A
circumference,illustrated-by,karamazov-mitya-alyosha,,,85,exegetical-direct,GM-03,Same scene different circumference different motives,heuristic-pending-3A
monographic-placement,illustrated-by,marshall-swords-and-symbols,,,87,exegetical-direct,GM-03,Narrow circumference mistaken for wide,heuristic-pending-3A
monographic-placement,diagnostic-failure-is,part-of-to-apart-from-shift,,,89,exegetical-direct,GM-03,Genitive transformation as misreading,heuristic-pending-3A
wider-circumference-may-be-poorer,grounded-in,windelband-intension-extension-law,,,87,exegetical-direct,GM-03,Concepts poorer in content as extension increases,heuristic-pending-3A
monetary-reduction,instantiates,narrowing-of-circumference,,,91,exegetical-direct,GM-03,Stages: God-law to natural-law to economic to monetary,heuristic-pending-3A
transubstantiation-of-money,converts,money,,,92,exegetical-direct,GM-03,Money from agency to ground/purpose of action,heuristic-pending-3A
money-as-substitute-for-god,structurally-mirrors,communion-service,,,94,exegetical-direct,GM-03,Both: dialectic of one and many; substance shared in common,heuristic-pending-3A
money-as-substitute-for-god,explains,protestantism-private-godhead,,,112,exegetical-direct,GM-03,God relocated to private principle as money takes public mediating role,heuristic-pending-3A
capitalist-psychosis,evidenced-by,hurricane-stock-loss-equivalence,,,116,exegetical-direct,GM-03,Burke's closing anecdote of the monetary-reduction section,heuristic-pending-3A
capitalist-psychosis,variant-of,monetary-psychosis,,,116,exegetical-direct,GM-03,Burke groups capitalism Fascism Communism as three variants,heuristic-pending-3A
kinds-of-reduction,enumerates,non-verbal-to-verbal,,,96,exegetical-direct,GM-03,First sense,heuristic-pending-3A
kinds-of-reduction,enumerates,terminology-to-terminology,,,96,exegetical-direct,GM-03,Second sense,heuristic-pending-3A
kinds-of-reduction,enumerates,lowering-or-narrowing,,,97,exegetical-direct,GM-03,Third sense — debunking atomism materialism,heuristic-pending-3A
inverted-perfectionism,diagnoses,tough-minded-reductions,,,100,exegetical-direct,GM-03,All-men-are-X reductions commit purity fallacy,heuristic-pending-3A
complexity-of-a-simple-motive,inverts,representative-anecdote,,,101,exegetical-direct,GM-03,Methodological converse — simplicity contains diversity,heuristic-pending-3A
titular-motives,instances,pentad-terms,,,103,exegetical-direct,GM-03,The pentad terms are titular in this sense,heuristic-pending-3A
operationalist-reduction,critiqued-by,same-operations-different-acts,,,107,exegetical-direct,GM-03,Two men same operations may perform different acts,heuristic-pending-3A
love-knowledge-authority-triad,expands,virgin-and-dynamo-pair,,,122,exegetical-direct,GM-03,Burke adds Authority as third term to Adams' binary,heuristic-pending-3A
love-knowledge-authority-triad,maps-historical-orders-of-power,motivational-vocabularies,,,118,exegetical-direct,GM-03,Each order generates a family of motive-vocabularies,heuristic-pending-3A
love-as-ubertas,is-order-of,biological-tribal-reproduction,,,122,exegetical-direct,GM-03,Realm of food growth fertility appetite,heuristic-pending-3A
knowledge-as-veritas,is-order-of,technological-rational-production,,,122,exegetical-direct,GM-03,Realm of laboratory factory clinic intellect,heuristic-pending-3A
authority-as-auctoritas,is-order-of,group-cohesion-and-leadership,,,123,exegetical-direct,GM-03,Originator-progenitor-leader semantic,heuristic-pending-3A
pre-socratic-hylozoism,reinterpreted-as,perception-of-things-as-acts,,,119,exegetical-direct,GM-03,Activist rather than animist,heuristic-pending-3A
plato-sophist-being-as-power,supports,act-as-locus-of-motives,,,119,exegetical-direct,GM-03,Being as that which can act or be acted upon,heuristic-pending-3A
representative-anecdote,maps-to-pim-dimension,calleja-pim-narrative-and-ludic,,,N/A,anticipatory-projection (dissertation),GM-03,Anecdote-as-seed-form parallels PIM's structural-element seeds,heuristic-pending-3A
circumference,maps-to-pim-phase-scale,calleja-macro-micro-phase,,,N/A,anticipatory-projection (dissertation),GM-03,Burke's cosmic-to-episodic range parallels PIM's phase scale,heuristic-pending-3A
circumference,maps-to-uexkull-construct,umwelt,,,N/A,anticipatory-projection (dissertation),GM-03,Constructed-environment-as-motive-frame,heuristic-pending-3A
act-as-locus-of-motives,awaits-ontological-grounding-in,aristotle-energeia-entelecheia,,,N/A,exegetical-direct,GM-03,Burke himself anchors Act in Aristotle/Aquinas — see GM-06,heuristic-pending-3A
plato-republic-bk-x-spindle-of-necessity,illustrates,nested-circumferences,,,87,exegetical-direct,GM-03,Eight whorls fitted inside one another like a nest of bowls,heuristic-pending-3A
love-knowledge-authority-triad,forward-references,rhetoric-of-motives-identification,,,124,exegetical-direct,GM-03,Triad as preparation for the Rhetoric's identification/consubstantiation analysis,heuristic-pending-3A
money-as-god-term,forward-references,gm-08-constitutions-money-as-god-term,,,108,exegetical-direct,GM-03,Money-as-god-term recurs as constitutional vocabulary in GM-08,heuristic-pending-3A
poem,IS-A,symbolic-act,,,447,burke-direct,GM-10,"'a poem is an act, the symbolic act of the poet who made it'",heuristic-pending-3A
poem,FUNCTIONS-AS,viaticum,,,447,burke-direct,GM-10,sacramental provision-for-the-journey leading to the oracle,heuristic-pending-3A
ode-on-grecian-urn,DEPLOYS,mystic-oxymoron,,,449,burke-direct,GM-10,'heard melodies are sweet but those unheard are sweeter',heuristic-pending-3A
ode-on-grecian-urn,DEPLOYS,scene-act-ratio,,,453-455,burke-direct,GM-10,Burke names this explicitly as 'scene-act ratio or dramatic ratio',heuristic-pending-3A
ode-on-grecian-urn,GENERATES,oracle,,,447-459,burke-direct,GM-10,'Beauty is truth truth beauty' as terminal motive-statement,heuristic-pending-3A
ode-on-grecian-urn,EXHIBITS,arrested-pre-ecstasy,,,449-450,burke-direct,GM-10,Bold Lover suspended just-prior-to-fulfilment,heuristic-pending-3A
ode-on-grecian-urn,EXHIBITS,fever-chill-transformation,,,452-459,burke-direct,GM-10,parallels Keats's phthisic fever-and-chill,heuristic-pending-3A
urn,IS-DESIGNATED-AS,attitude,,,458,burke-direct,GM-10,'O Attic shape! Fair attitude!',heuristic-pending-3A
attitude,IS-A,arrested-or-incipient-act,,,458,burke-direct,GM-10,'an attitude is an arrested or incipient act not just an object',heuristic-pending-3A
attitude,IS-PROPERTY-OF,agent,,,460,burke-direct,GM-10,romantic idealist Agent-feature,heuristic-pending-3A
scene-act-ratio,IS-A,synecdoche,,,453,burke-direct,GM-10,'synecdochic relation of container and thing contained',heuristic-pending-3A
scene-act-ratio,FUNCTIONS-AS,prediction-engine,,,454,burke-method,GM-10,transcendent act predicts transcendent scene in stanza IV,heuristic-pending-3A
transcendent-act,REQUIRES,transcendent-scene,,,453-454,burke-direct,GM-10,'an act and a scene belong together',heuristic-pending-3A
transcendent-scene,IS-CONCRETIZED-IN,stanza-IV,,,455-457,burke-direct,GM-10,sacrificial procession / little town vision,heuristic-pending-3A
urn,IS-LITERALLY-GROUND-OF,scene-on-urn,,,457,burke-direct,GM-10,container-thing-contained surface relation,heuristic-pending-3A
scene-on-urn,IS-TRANSCENDENTALLY-GROUND-OF,urn,,,457,burke-direct,GM-10,inverted: 'the Urn contains the scene out of which it arose',heuristic-pending-3A
oracle,RESOLVES,romantic-split-aesthetic-vs-practical,,,447 459,burke-direct,GM-10,beauty vs truth = poetry vs science,heuristic-pending-3A
romantic-philosophy,FEATURES,agent,,,460,burke-direct,GM-10,'idealistic philosophies place primary stress upon agent',heuristic-pending-3A
materialism,FEATURES,scene,,,461,burke-direct,GM-10,'materialistic science preferred conversely to translate agent into terms of scene',heuristic-pending-3A
beauty,EQUALS,act,,,459,burke-method,GM-10,'beauty is an assertion an affirmative a creation hence in the fullest sense an act',heuristic-pending-3A
truth,EQUALS,scene,,,459,burke-method,GM-10,'science is a knowledge of what is — and all that is comprises the over-all universal scene',heuristic-pending-3A
phthisic-fever,IS-MODE-OF,illness-substance,,,452,burke-direct,GM-10,constitutional substrate,heuristic-pending-3A
phthisic-chill,IS-MODE-OF,illness-substance,,,452,burke-direct,GM-10,modes of one underlying substance,heuristic-pending-3A
mind,IS,agent,,,452,burke-direct,GM-10,'the poet's body was a patient the poet's mind was an agent',heuristic-pending-3A
body,IS,patient,,,452,burke-direct,GM-10,Aristotelian action/passion reciprocal,heuristic-pending-3A
christian-martyrdom,INVERTS,action-passion-distinction,,,452,burke-direct,GM-10,acta = passiones,heuristic-pending-3A
imagery,LACKS,negation,,,456,burke-direct,GM-10,'in imagery there is no negation or disjunction',heuristic-pending-3A
commandment,IS-LATENTLY,provocation,,,456,burke-direct,GM-10,thou-shalt-not → what-would-happen-if,heuristic-pending-3A
love-death-equation,IS-DETERMINED-BY,capitalist-individualism,,,450-451,burke-cultural,GM-10,heightened individual identity makes union-as-death imperious,heuristic-pending-3A
ode-on-grecian-urn,PARALLELS,chapman-homer-sonnet,,,457,burke-direct,GM-10,sestet 'comes upon a scene' as stanza IV does,heuristic-pending-3A
urn-identification,IS-EXTENDED-BY,yeats-byzantium,,,460,burke-direct,GM-10,Grecian goldsmiths immortality one step further,heuristic-pending-3A
yeats-chestnut-tree,EXHIBITS,agent-as-foremost,,,461,burke-direct,GM-10,personified agent + dancer-dance merger,heuristic-pending-3A
ode-on-grecian-urn,REFUTES,kretschmer-materialist-reduction,,,461-463,burke-direct,GM-10,'no conception of the essential matter here the intense linguistic activity',heuristic-pending-3A
mystic-oxymoron,EXEMPLIFIES,motives-behind-motives,,,449,burke-direct,GM-10,prime-mover-at-rest paradox,heuristic-pending-3A
shelley-music-soft-voices,CONTRASTS-WITH,keats-unheard-melodies,,,449-450,burke-direct,GM-10,naturalistic-temporal vs mystical-eternal-present,heuristic-pending-3A
god-willed-good,EXHIBITS,scene-act-symmetry,,,454-455,burke-direct,GM-10,because-clause supplies scene for divine act,heuristic-pending-3A
poetic-action,IS,dim-analogue-of-creation,,,455,coleridge-via-burke,GM-10,Coleridge cited,heuristic-pending-3A
ode-on-grecian-urn,ABOLISHES-ROMANTICISM-THROUGH,romanticism,,,447,burke-direct,GM-10,raising romanticism to a new order,heuristic-pending-3A
spitzer-milieu-ambiance,SUPPORTS,dramatic-ratio,,,454-fn,burke-citation,GM-10,'wealth of material illustrative of dramatic ratio',heuristic-pending-3A
g-wilson-knight-tiptoe-effect,SUPPORTS,arrested-pre-ecstasy,,,450-fn,burke-citation,GM-10,'poised form a stillness suggesting motion',heuristic-pending-3A
gm-10-keats,IS-METHODOLOGICAL-TEMPLATE-FOR,dissertation-single-text-chapter,,,447-463,plan-dissertation,GM-10,parallels Calleja Appendix role,heuristic-pending-3A
gm-10-keats,DEPLOYS-APPARATUS-FROM,gm-01-container,,,453-455,intra-volume,GM-10,scene-act ratio and container-thing-contained,heuristic-pending-3A
