source,relation,target,locus,note,unit
bor-sec-10,treats-construct,profound/deep boredom (FCM 3rd form),pp.34-41,Central construct; extended paraphrase of Heidegger's third form as the paper's phenomenological anchor (FE).,bor-sec-10
bor-sec-10,treats-construct,being-bored-by (1st form),p.34,Defined briefly as the situation-bound contrast form (Gelangweiltwerden von etwas) (FAITHFUL-Quaranta).,bor-sec-10
bor-sec-10,treats-construct,being-bored-with (2nd form),p.34,Defined briefly as the surface-engaged contrast form (Sichlangweilen bei etwas) (FAITHFUL-Quaranta).,bor-sec-10
bor-sec-10,treats-construct,temporality of boredom (time-drag),pp.39-41,'Temporal entrancement' reading of Drive My Car's car-drive sequences as aesthetic elicitation of time-drag (FE).,bor-sec-10
bor-sec-10,treats-construct,monotony/meaninglessness,p.44,"Names contemporary everydayness as 'boresome,' a busyness that turns away from existence's burden (FE).",bor-sec-10
bor-sec-10,bridges-to-fcm,fcm-06-third-form,"FCM Sec.29-36, pp.132-159 (esp. 134, 138-141, 147-150, 158)","PRIMARY bridge -- paraphrases third form's definition, telling-refusal, and temporality thesis; does not rehearse FCM's own Gebanntheit/Augenblick apparatus.",bor-sec-10
bor-sec-10,bridges-to-fcm,fcm-04-first-form,"FCM Sec.19-23, pp.92-105",SECONDARY bridge -- cites first form's 'trapped in inauthentic past/present/future' for contrast (p.34).,bor-sec-10
bor-sec-10,bridges-to-fcm,fcm-05-second-form,"FCM Sec.24-28, pp.106-131","SECONDARY bridge -- names second form definitionally (Sichlangweilen bei etwas), no extended engagement (p.34).",bor-sec-10
bor-sec-10,cites,"Loht, Shawn (INTERLOCUTOR)",pp.31-33,Primary interlocutor -- article explicitly frames itself as engaging/extending Loht's Phenomenology of Film (2017).,bor-sec-10
bor-sec-10,extends,"Loht, Shawn -- viewing-Dasein argument (READING/CLAIM)","pp.32,36-37",Extends Loht's bidirectional film-disclosedness argument by supplying the FCM boredom analysis Loht only gestures toward (Once Upon a Time in the West aside).,bor-sec-10
bor-sec-10,qualifies,"Loht, Shawn -- Heideggerian film-philosophy (READING/CLAIM)","pp.41,44","Qualifies enthusiasm for a full 'Heideggerian film-philosophy' with reservations (rigidity, excluded body/ethics).",bor-sec-10
bor-sec-10,concedes,embodied film-phenomenology (Sobchack/Barker/Marks) (DEBATE-AXIS),p.43,Concedes the embodied tradition has 'proven more successful and productive' than a rigid single-philosophy Heideggerian approach.,bor-sec-10
bor-sec-10,cites,"Sinnerbrink, R. (INTERLOCUTOR)",p.37,"Cites Sinnerbrink's 'aesthetics of mood' (Stimmung, 2012) as grounding for the aesthetic-choices argument.",bor-sec-10
bor-sec-10,cites,"Sorfa, D. (INTERLOCUTOR)",p.43,Cites Sorfa's critique of the embodied tradition's self-referentiality as counterweight.,bor-sec-10
bor-sec-10,defines,Mitsein (TERM),"pp.31,33,37",Defines Mitsein (being-with) as ontological basis for Loht's shared cinematic world.,bor-sec-10
bor-sec-10,defines,Stimmung / mood (TERM),p.33,"Defines mood as the ontic manifestation of attunement (Befindlichkeit), disclosive of the world.",bor-sec-10
bor-sec-10,defines,Grundstimmungen / fundamental moods (TERM),p.34,Distinguishes fundamental moods (authentic attunement to thrownness) from ordinary moods.,bor-sec-10
bor-sec-10,instances-in-text,Geworfenheit / thrownness (TERM),p.34,Uses thrownness to frame Dasein's burdensome existence disclosed by fundamental moods.,bor-sec-10
bor-sec-10,instances-in-text,aesthetics of mood (THEME),"pp.31,37",Names the paper's operative method: aesthetic choices arousing moods that disclose a meaningful film world.,bor-sec-10
bor-sec-10,instances-in-text,Drive My Car (2021) (THEME),pp.37-44,"Sole extended filmic case study demonstrating profound boredom's aesthetic elicitation (dead-time, silence, slowness, repetition).",bor-sec-10
bor-sec-10,instances-in-text,two-hands shot (THEME),pp.40-41,"Close reading of a climactic image as cinematic disclosure of being, paralleling Loht's reading of the Rashomon hand-shot.",bor-sec-10
bor-sec-10,cites-cluster-author,bor-sec-03,p.35 n.2,Footnote pointer ('for a thorough account...') to Elpidorou & Freeman 'Affectivity in Heidegger II' -- not engaged in depth.,bor-sec-10
bor-sec-10,cites-cluster-author,bor-sec-04,p.35 n.2,"Same footnote pointer, to Elpidorou & Freeman 'Is Profound Boredom Boredom?' -- E&F's skeptical thesis is not engaged.",bor-sec-10
bor-sec-10,cites-cluster-author,bor-sec-13,p.35 n.2,"Same footnote pointer, to Slaby 'The Other Side of Existence' -- not engaged in depth.",bor-sec-10
bor-sec-10,cites-cluster-author,bor-sec-11,n/a (index-level),"P/anticipatory-application: index-linking edge, NOT a citation in Quaranta's own reference list -- both units read cinema through Heideggerian boredom; overlap/divergence unverified pending bor-sec-11 build.",bor-sec-10
bor-sec-10,shifts-debate-axis,profound-boredom-is-boredom vs. distinct-existential-mood (DEBATE-AXIS),n/a,"P/anticipatory-application: Quaranta applies the third form as settled/authoritative without engaging E&F's skeptical position (cf. footnote 2, p.35); sits unreflectively on the Heideggerian side of this cluster debate axis.",bor-sec-10
bor-sec-10,bridges-to-part-iii,Part III dissertation (bridge),n/a,"P/anticipatory-application: aesthetic-elicitation vocabulary (dead-time, repetition, slowness eliciting profound boredom) offers a qualitative template for coding monotony/dead-time design elements in the dissertation's own VE-boredom analysis, medium difference (film vs. game/VR) notwithstanding.",bor-sec-10
bor-sec-10,qualifies,boredom-as-regulatory-signal (functional account) (CONSTRUCT),n/a,P/anticipatory-application: the paper's disclosure-ontological framing of profound boredom is in unaddressed tension with functional/regulatory accounts (bor-sec-25/26) treating boredom as an adaptive signal.,bor-sec-10
bor-sec-10,cites,"Quaranta, C. 2020 (AUTHOR, self-citation)",p.42 (references),Self-citation situating the essay as continuation of the author's own 'A Cinema of Boredom' project.,bor-sec-10
bor-sec-10,cites,"Misek, R. 2010 'Dead Time' (INTERLOCUTOR)",p.42 (references),Situates the essay within existing boredom-in-cinema scholarship on 'dead time.',bor-sec-10
bor-sec-21,treats-construct,situational vs. trait/state boredom,"p.2452, pp.2455-2456 (approx.)","Explicit scoping to state boredom only ('this review encompasses the correlates of boredom as a transient state'); trait boredom appears only as an occasional secondary covariate (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,treats-construct,boredom proneness,"p.2452, p.2456 (approx.)","Narrow treatment as what the BPS (Farmer and Sundberg 1986) operationalizes; cited as a trait-level covariate of time-overestimation and heart rate (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,treats-construct,mind-wandering / task-unrelated thought,pp.2453-2454,"Dedicated subsection; deliberate terminological correction from 'mind-wandering' to 'task-unrelated thoughts' (citing Christoff et al. 2016) (FAITHFUL-Raffaelli et al., p.2453 n.1).",bor-sec-21
bor-sec-21,treats-construct,attentional disengagement / meta-awareness,"p.2452, p.2454","Organizing frame for the paper's middle third ('Boredom as an attentional failure'); Critcher and Gilovich's metacognitive-appraisal argument (FAITHFUL-Raffaelli et al., p.2454).",bor-sec-21
bor-sec-21,treats-construct,boredom-as-regulatory-signal (functional account),p.2452,"Bench and Lench's (2013) functional/adaptive-emotion account adopted directly into the review's own working definition of boredom (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,treats-construct,flow / engagement (contrast pole),"pp.2452-2453, p.2458","Csikszentmihalyi's flow as boredom's structural opposite; Ulrich et al. (2014) fMRI directly contrasts flow/boredom/anxiety conditions (FAITHFUL-Raffaelli et al., pp.2452-2453, 2458).",bor-sec-21
bor-sec-21,treats-construct,temporality of boredom (time-drag),pp.2454-2455,"Dedicated 'Time perception' subsection; overestimation of elapsed time named among the review's most consistent correlates (FAITHFUL-Raffaelli et al., pp.2454-2455).",bor-sec-21
bor-sec-21,treats-construct,monotony / meaninglessness,p.2452,"Single glancing citation to Frankl's (1992) existentialist meaninglessness account as one of several competing definitional schools; not adopted or returned to (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,operationalizes-measure,self-report / survey scale,"p.2452, pp.2456-2457","BPS (Farmer and Sundberg 1986) and Goetz et al. (2014) experience-sampling ratings surveyed from the literature; none administered by this review (FAITHFUL-Raffaelli et al., p.2452, pp.2456-2457).",bor-sec-21
bor-sec-21,operationalizes-measure,heart rate / HRV,pp.2455-2456 (approx.),"London et al. (1972) and Merrifield and Danckert (2014) autonomic-arousal findings surveyed; central to the directional fractionation hypothesis (FAITHFUL-Raffaelli et al., pp.2455-2456).",bor-sec-21
bor-sec-21,operationalizes-measure,behavioral (RT / errors / performance-monitoring),"pp.2452-2453, p.2459","Vigilance-task decrement (Freeman et al. 2004), attentional blink, SART, and Stroop-task findings surveyed as attention/mood-linked performance measures (FAITHFUL-Raffaelli et al., pp.2452-2453, 2459).",bor-sec-21
bor-sec-21,operationalizes-measure,EEG alpha/theta power,pp.2458-2459,"Oswald's (1962) alpha hypothesis and the beta/(alpha+theta) engagement-index formula (Pope, Bogart, and Bartolome 1995) surveyed; flagged as scarce, high-value future-work territory (FAITHFUL-Raffaelli et al., pp.2458-2459).",bor-sec-21
bor-sec-21,construct-measured-by,boredom proneness,p.2456 (approx.),"BPS treated as the standard trait-level measure discussed (not administered) (FAITHFUL-Raffaelli et al., p.2456).",bor-sec-21
bor-sec-21,construct-measured-by,mind-wandering / task-unrelated thought,pp.2453-2454,"Corroborated in the surveyed studies via task-unrelated-thought frequency counts/probes used to validate successful boredom inductions (FAITHFUL-Raffaelli et al., p.2453).",bor-sec-21
bor-sec-21,defines,"boredom (Eastwood et al. 2012 definition, adopted) (TERM)",p.2452,"Adopts the phrase 'wanting, but being unable, to engage in satisfying activity' (quoted <=12 words) as the review's working definition (FAITHFUL-Raffaelli et al., p.2452, quoting Eastwood et al. 2012, p.482).",bor-sec-21
bor-sec-21,defines,task-unrelated thought (terminological choice) (TERM),p.2453,"Stipulates 'task-unrelated thoughts' over 'mind-wandering' as the more precise term for what most cited studies actually measure, citing Christoff et al. (2016) (FAITHFUL-Raffaelli et al., p.2453 n.1).",bor-sec-21
bor-sec-21,instances-in-text,flow / engagement (contrast pole),p.2458,"Ulrich et al. (2014) fMRI: boredom (easy arithmetic) vs. flow (adaptive-difficulty arithmetic) vs. anxiety (hard arithmetic); boredom showed greater mPFC/MTL activation than flow (FAITHFUL-Raffaelli et al., p.2458).",bor-sec-21
bor-sec-21,instances-in-text,attentional disengagement / meta-awareness,p.2458,"Danckert and Merrifield (2016) four-condition fMRI (rest, sustained attention, boring video, interesting video): DMN-insula anticorrelation during boring/sustained-attention conditions vs. no correlation at rest vs. positive correlation when engaged (FAITHFUL-Raffaelli et al., p.2458).",bor-sec-21
bor-sec-21,instances-in-text,five-type taxonomy of boredom (Goetz et al. 2014) (THEME),pp.2456-2457,"Fig. 1 re-creation of indifferent/calibrating/searching/reactant/apathetic clusters by valence x arousal, from two experience-sampling studies (FAITHFUL-Raffaelli et al., pp.2456-2457).",bor-sec-21
bor-sec-21,cites,"Eastwood, Frischen, Fenske, Smilek (2012) The Unengaged Mind (INTERLOCUTOR)","p.2452, pp.2455-2456","Supplies the review's adopted working definition of boredom and its attentional-failure framing throughout (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,cites,"Csikszentmihalyi, Mihaly (INTERLOCUTOR)",pp.2452-2453,"Flow theory (1975, 1990, 1991) as boredom's arousal-mismatch contrast pole; also cited (with Moneta, 1996) for high-achieving students' propensity to get bored at school (FAITHFUL-Raffaelli et al., pp.2452-2453).",bor-sec-21
bor-sec-21,cites,"Bench, Shane and Lench, Heather (2013) On the Function of Boredom (AUTHOR)",p.2452,"Functional/adaptive-emotion account of boredom adopted into the review's working definition (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,cites,"Goetz, Thomas et al. (2014) Types of Boredom (AUTHOR)",pp.2456-2457,"Five-type experience-sampling taxonomy; central evidence for the heterogeneity hypothesis, treated with explicit caution (FAITHFUL-Raffaelli et al., pp.2456-2457).",bor-sec-21
bor-sec-21,cites,"Danckert, James and Merrifield, Colleen (2014, 2016) (AUTHOR)","pp.2455-2456, p.2458","Psychophysiological signature of boredom (BPS + heart rate); four-condition fMRI study (DMN/insula dissociation) (FAITHFUL-Raffaelli et al., pp.2455-2456, 2458).",bor-sec-21
bor-sec-21,cites,"Pekrun, Reinhard et al. (INTERLOCUTOR)","p.2452, p.2456","Control-value theory of academic emotions; academic boredom and achievement outcomes cited across several sections (FAITHFUL-Raffaelli et al., p.2452, p.2456).",bor-sec-21
bor-sec-21,cites,"Frankl, Viktor (1992) Man's Search for Meaning (AUTHOR)",p.2452,"Existentialist meaninglessness account of boredom, cited once as one of several competing definitional schools and not adopted (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,contests,boredom is a low-arousal state (subjective-report consensus) (READING/CLAIM),pp.2455-2456,"Autonomic-arousal literature (London et al. 1972; Merrifield and Danckert 2014) contests the subjective-report low-arousal consensus, motivating the directional fractionation hypothesis (FAITHFUL-Raffaelli et al., pp.2455-2456).",bor-sec-21
bor-sec-21,qualifies,situational <-> trait framing (DEBATE-AXIS),p.2452,"Explicit scope restriction to state boredom only ('this review encompasses the correlates of boredom as a transient state, rather than boredom as a trait'); brackets trait boredom to a handful of secondary citations (FAITHFUL-Raffaelli et al., p.2452).",bor-sec-21
bor-sec-21,shifts-debate-axis,boredom as unified construct <-> heterogeneous family (Raffaelli review),"p.2451 (abstract), pp.2456-2457, p.2460","PRIMARY GROUNDING for this cluster axis: diagnoses two separable causes of field-wide inconsistency (non-standardized operationalization of one construct vs. genuine subtype heterogeneity); treats heterogeneity as a serious, evidence-backed but unconfirmed hypothesis (citing Goetz et al. 2014) and recommends validating a boredom-type taxonomy, without resolving the axis to either pole (FAITHFUL-Raffaelli et al., p.2451, pp.2456-2457, p.2460).",bor-sec-21
bor-sec-21,shifts-debate-axis,self-report <-> physiological-marker as ground truth,pp.2455-2457,"Directional fractionation hypothesis: subjective arousal reports (low) diverge in direction from autonomic arousal measures (high); flagged as a known, unresolved discrepancy requiring resolution (FAITHFUL-Raffaelli et al., pp.2455-2457).",bor-sec-21
bor-sec-21,bridges-to-part-iii,Part III survey construct-operationalization caution,P/anticipatory-application,"Caution that Part III's survey should be explicit about which operational definition of 'boredom' its own items instantiate (Eastwood-style unmet-engagement-want vs. Mikulas-and-Vodanovich low-arousal-dissatisfaction), since this review's own diagnosis is that conflating distinct operationalizations under one label drives field-wide inconsistency.",bor-sec-21
bor-sec-21,bridges-to-part-iii,Part III heterogeneity-as-interpretive-lens,P/anticipatory-application,Goetz et al. (2014) five-type taxonomy offered as a candidate (unconfirmed) lens for interpreting heterogeneous student boredom reports in Part III's survey data -- e.g. restless/high-arousal vs. flat/low-arousal patterns -- without importing the five-type classification wholesale.,bor-sec-21
bor-sec-21,bridges-to-part-iii,Part III physiological-divergence caution,P/anticipatory-application,"Caution that any future pairing of self-report boredom items with autonomic/EEG channels (in Part III or the VR Attention Study dataset) should expect divergence rather than convergence, per the directional fractionation hypothesis this review synthesizes.",bor-sec-21
bor-sec-21,grounds-measure,****** UNVERIFIED: Boredom Experiment (VR Attention Study),P/anticipatory-application,"Dataset entry not yet built as of 2026-07-14; this review's surveyed measurement channels (self-report/survey scale, heart rate/HRV, behavioral/vigilance performance, EEG alpha/theta power) are plausible candidate components of that dataset's eventual protocol, but no grounding is confirmed yet.",bor-sec-21
bor-sec-37,defines,visual attention (as selective isolation of relevant from irrelevant information),~p.2,"Underwood's definition adopted to frame Section II-A and the whole visual-attention strand of the review (FAITHFUL-Skaramagkas et al., ~p.2).",bor-sec-37
bor-sec-37,defines,emotional arousal (Russell's circumplex dimension),~p.2,"Arousal defined via Russell's circumplex model as a global feeling of dynamism or lethargy, one of two structural axes of affect (FAITHFUL-Skaramagkas et al., ~p.2).",bor-sec-37
bor-sec-37,defines,cognitive workload (Sweller's cognitive load theory: intrinsic/extraneous/germane),~p.2-3,"Cognitive workload defined via Sweller's three-part load taxonomy and Wierwille & Eggemeier's performance/subjective/physiological measurement types (FAITHFUL-Skaramagkas et al., ~p.2-3).",bor-sec-37
bor-sec-37,defines,coefficient K (focal vs. ambient attention),~p.6,"Krejtz et al.'s coefficient K -- ratio of fixation duration to subsequent saccade amplitude -- presented as a metric distinguishing focal from ambient visual scanning (FAITHFUL-Skaramagkas et al., ~p.6).",bor-sec-37
bor-sec-37,treats-construct,attentional disengagement / meta-awareness,~p.2/5-7,"The review's entire 'visual attention' construct is operationalized via the same fixation/gaze/blink-based metric vocabulary boredom researchers elsewhere in this cluster use to index attentional disengagement, though the review's own object is general attention, not boredom-specific (P/anticipatory-application).",bor-sec-37
bor-sec-37,treats-construct,situational vs. trait/state boredom,~p.2-3,"Not named as such, but every process surveyed (arousal, workload, attention) is measured as a momentary, session-bound condition, a structural analogue to state-boredom framing found elsewhere in the cluster (P/anticipatory-application).",bor-sec-37
bor-sec-37,treats-construct,mind-wandering / task-unrelated thought,~p.5-6,Not named; the scan-path/saliency/center-bias literature surveyed implicitly defines the on-task visual-engagement baseline against which mind-wandering-driven gaze deviation would register (P/anticipatory-application).,bor-sec-37
bor-sec-37,treats-construct,flow / engagement (contrast pole),~p.4,Single incidental mention: blink-rate decrease linked to 'attentional engagement and mental workload' (Maffei & Angrilli 2019); no independent theorization of flow (P/anticipatory-application).,bor-sec-37
bor-sec-37,treats-construct,monotony / meaninglessness,~p.9,"Not named as such; an adjacent 'habituation effect' finding is reported (pupil size rose specifically on first exposure to a repeated IVIS task condition), physiologically adjacent to but not equivalent to monotony (P/anticipatory-application).",bor-sec-37
bor-sec-37,operationalizes-measure,pupil dilation / pupillometry,~p.3-4/6-12,"Central measure across the review: anatomy/mechanism (Section III-E), reliability confounds (illumination, humidity/temperature, age, camera angle), most-cited single ML feature (Table IV), most-consistent single arousal indicator (Table II) (FAITHFUL-Skaramagkas et al., ~p.3-4, 6-12).",bor-sec-37
bor-sec-37,operationalizes-measure,gaze variance / fixation dispersion,~p.3-4/5-7,"Fixation count/duration/density/AOI metrics, saccade/microsaccade/smooth-pursuit metrics, and coefficient K; most robust visual-attention indicator set in Table I (FAITHFUL-Skaramagkas et al., ~p.3-4, 5-7).",bor-sec-37
bor-sec-37,operationalizes-measure,blink / eye-closure,~p.4/7-10,"Blink rate/duration, PERCLOS, AECS; second-most-used ML feature after pupil diameter; non-monotonic relation to cognitive workload (FAITHFUL-Skaramagkas et al., ~p.4, 7-10).",bor-sec-37
bor-sec-37,operationalizes-measure,heart rate / HRV,~p.11-12/13-14,"Companion biosignal in several Table IV multimodal classifiers and the MAMEM Phase I dataset; combining HR/HRV with eye features substantially boosts multiclass classification accuracy (FAITHFUL-Skaramagkas et al., ~p.11-12, 13-14).",bor-sec-37
bor-sec-37,operationalizes-measure,self-report / survey scale,~p.2-3,"Framed categorically as one of three canonical workload-measurement types (performance/subjective/physiological); not independently validated against eye metrics within this review (FAITHFUL-Skaramagkas et al., ~p.2-3).",bor-sec-37
bor-sec-37,operationalizes-measure,behavioral (RT / errors / performance-monitoring),~p.2-3/9-10,"'Performance measurements' as one of three workload-measurement types; concrete instance: blink duration/pupil dilation correlating strongly with number of errors in a high-load arithmetic task (Borys et al., cited repeatedly) (FAITHFUL-Skaramagkas et al., ~p.2-3, 9-10).",bor-sec-37
bor-sec-37,operationalizes-measure,ML classification,~p.10-12,"~14 cited classifier studies (Table IV); SVM dominant; eye-only average 71.5% (emotion)/78.64% (workload) vs. eye+biosignal average 81.76%/87.55% (FAITHFUL-Skaramagkas et al., ~p.10-12).",bor-sec-37
bor-sec-37,cites,"Russell, James A. (1980) -- A Circumplex Model of Affect",~p.2,"Arousal/valence dimensional model underlying the review's own definition of emotional arousal (FAITHFUL-Skaramagkas et al., ~p.2).",bor-sec-37
bor-sec-37,cites,"Bradley, M.M., Miccoli, L., Escrig, M.A., & Lang, P.J. (2008)",~p.7,"Pupil as a measure of emotional arousal and autonomic activation, cited in grounding the pupil-arousal link (FAITHFUL-Skaramagkas et al., ~p.7).",bor-sec-37
bor-sec-37,cites,"Sweller, John (1994) -- Cognitive Load Theory",~p.2-3,"Intrinsic/extraneous/germane load taxonomy structuring the review's cognitive-workload definition (FAITHFUL-Skaramagkas et al., ~p.2-3).",bor-sec-37
bor-sec-37,cites,"Krejtz, Katarzyna; Duchowski, Andrew T.; et al.",~p.6/9,"Coefficient K (focal/ambient attention metric) and pupil-diameter cognitive-load metrics, cited across visual-attention and workload sections (FAITHFUL-Skaramagkas et al., ~p.6, 9).",bor-sec-37
bor-sec-37,cites,"Eckstein, M.K., Guerra-Carrillo, B., Miller Singley, A.T., & Bunge, S.A. (2017) -- Beyond Eye Gaze",~p.1,"Broader review of what eye-tracking reveals about cognition and cognitive development, cited in the Introduction's gap-statement (FAITHFUL-Skaramagkas et al., ~p.1).",bor-sec-37
bor-sec-37,cites,"Giannakakis, G., Grigoriadis, D., Giannakaki, K., Simantiraki, O., Roniotis, A., & Tsiknakis, M. (2019)",~p.10,"Self-citation -- co-author Giannakakis's own review on psychological stress detection using biosignals, cited to justify EEG as the strongest biosignal supplement to eye features (FAITHFUL-Skaramagkas et al., ~p.10, citation [13]).",bor-sec-37
bor-sec-37,cites,"Maffei, A., & Angrilli, A. (2019)",~p.4/9,"Spontaneous blink rate as an index of attention and emotion during film-clip viewing -- the source's single explicit link between blink rate and 'attentional engagement' (FAITHFUL-Skaramagkas et al., ~p.4, 9).",bor-sec-37
bor-sec-37,cites,"Wierwille, W.W., & Eggemeier, F.T. (1993)",~p.3,"Performance/subjective/physiological taxonomy of cognitive-workload measurement types, structuring Section II-C (FAITHFUL-Skaramagkas et al., ~p.3).",bor-sec-37
bor-sec-37,cites-cluster-author,"Holmqvist, Kenneth, & Blignaut, P. (2020) -- Small eye movements cannot be reliably measured by video-based P-CR eye-trackers",~p.5,"Cited [46] on video-based eye-tracker measurement error; same lead author as this cluster's bor-sec-36 (Holmqvist et al., Eye Tracking: Empirical Foundations for a Minimal Reporting Guideline) -- a different paper, verified same-author match, not the identical work (FAITHFUL-Skaramagkas et al., ~p.5).",bor-sec-37
bor-sec-37,cites-cluster-author,"Bolmont, M., Bianchi-Demicheli, F., Boisgontier, M.P., & Cheval, B. (2019) -- The Woman's Body (Not the Man's One) Is Used to Evaluate Sexual Desire",~p.6,"Cited [86], discussed in Section V-A1 re: automatic visual attention to sensual imagery; same author group (Cheval/Boisgontier) as this cluster's bor-sec-34 (Cheval et al., Physically Active Individuals Look for More) -- a different paper, verified same-author-group match, not the identical work (FAITHFUL-Skaramagkas et al., ~p.6).",bor-sec-37
bor-sec-37,instances-in-text,orthodontist-vs-novice facial-AOI fixation study,~p.6,"Randomly recruited participants vs. orthodontists viewing smiling-face images: novices fixated longer on eyes than nose/mouth, while orthodontists fixated significantly more on eyes and mouth than nose, attributed to professional expertise (FAITHFUL-Skaramagkas et al., ~p.6, citing [85]).",bor-sec-37
bor-sec-37,instances-in-text,driving/hands-free-phone-call attention-allocation study,~p.6,"During a hands-free phone call while driving, road signs/other vehicles/speedometer were fixated less, and saccade duration increased, suggesting a more disperse fixation pattern under divided attention (FAITHFUL-Skaramagkas et al., ~p.6, citing [94]).",bor-sec-37
bor-sec-37,instances-in-text,depression classification via blink metrics (93% accuracy),~p.11,"Al-Gawwam & Benaissa (2019) reach 93% depressed/non-depressed classification accuracy using only blink-related metrics, the highest single eye-only-feature accuracy reported across Table IV (FAITHFUL-Skaramagkas et al., ~p.11, citing [188]).",bor-sec-37
bor-sec-37,qualifies,salience-based computational models of visual attention,~p.5-6,"Salience-based schemes, though widely used computationally, are noted to 'prove to be poor in predicting eye movement behaviour in natural tasks' (FAITHFUL-Skaramagkas et al., ~p.5-6).",bor-sec-37
bor-sec-37,concedes,pupil-metric reliability limitations,~p.3-4,"Explicit concession that pupil metrics are 'susceptible to issues affecting their reliability': illumination sensitivity, ambient humidity/temperature, age-related baseline reduction, and camera position/angle (FAITHFUL-Skaramagkas et al., ~p.3-4).",bor-sec-37
bor-sec-37,concedes,absence of a dataset spanning all three target processes,~p.12-14,"Explicit concession that none of the surveyed public datasets contains data for all -- or at least two -- of the three investigated processes simultaneously, named as a call for future dataset construction (FAITHFUL-Skaramagkas et al., ~p.12-14).",bor-sec-37
bor-sec-37,concedes,cross-process discrimination research gap,~p.14-15,"Explicit concession that none of the surveyed classification studies attempts joint discrimination between emotional and cognitive processes (only within-process level discrimination), and that result generalizability is limited by small, heterogeneous samples (FAITHFUL-Skaramagkas et al., ~p.14-15).",bor-sec-37
bor-sec-37,shifts-debate-axis,single-modality (eye-only) vs. multimodal (eye+biosignal) classification ceiling,~p.10-12,"Surfaces the ~10-percentage-point accuracy gain from adding biosignals (chiefly EEG) to eye-only classifiers, without adjudicating a single best pipeline for either emotional-arousal or cognitive-workload discrimination (FAITHFUL-Skaramagkas et al., ~p.10-12).",bor-sec-37
bor-sec-37,grounds-measure,Boredom Experiment (VR Attention Study) -- pupillometry channel,n/a,"****** UNVERIFIED: the review's treatment of pupil dilation as the single most-used eye-based metric across all three target processes offers a plausible methodological template for a future VR attention study's pupillometry channel, but its own apparatus discussion is screen- or head-mounted-glasses-based, not integrated-VR-headset eye tracking; linkage requires the dataset entry's own instrumentation to be confirmed (P/anticipatory-application).",bor-sec-37
bor-sec-37,grounds-measure,Boredom Experiment (VR Attention Study) -- gaze variance / fixation-dispersion channel,n/a,"****** UNVERIFIED: the review's fixation/saccade/microsaccade/smooth-pursuit metric taxonomy and gaze-estimation methods survey offer a plausible methodological menu for a future VR attention study's gaze channel, but VR-headset-integrated eye tracking differs substantially in geometry (3D gaze vectors, headset-relative AOIs) from the 2D screen-based paradigms surveyed; linkage requires the dataset entry's own instrumentation to be confirmed (P/anticipatory-application).",bor-sec-37
bor-sec-37,grounds-measure,Boredom Experiment (VR Attention Study) -- blink / eye-closure channel,n/a,"****** UNVERIFIED: the review's blink-rate/blink-duration/PERCLOS/AECS treatment offers a plausible methodological template for a future VR attention study's blink channel, though the review itself notes only 1 of ~14 surveyed public datasets includes blink features at all, underscoring how rarely this channel is instrumented even in non-VR eye-tracking research (P/anticipatory-application).",bor-sec-37
bor-sec-37,bridges-to-part-iii,Part III VR-headset pupillometry lighting-confound caution,n/a,"P/anticipatory-application -- the review's explicit pupil-reliability caveats (illumination, temperature/humidity, age, camera-angle) caution that a VR headset's internal IR illumination and enclosed optical path likely substitutes for, rather than eliminates, the ambient-lighting confound flagged for screen-based setups; any future VR pupillometry channel should anticipate an altered, not absent, version of this confound.",bor-sec-37
bor-sec-37,bridges-to-part-iii,Part III eye-only-vs-multimodal design-tradeoff caution,n/a,"P/anticipatory-application -- the review's quantitative eye-only-versus-multimodal contrast (71.5-78.64% vs. 81.76-87.55% average accuracy) suggests eye-tracking alone may suffice for binary boredom/non-boredom discrimination in a future VR study, but multiclass or graded boredom-intensity discrimination would likely require pairing eye-tracking with an additional biosignal channel (EEG or HR), echoing this cluster's Strand D EEG units' own methodological choices.",bor-sec-37
bor-sec-37,bridges-to-part-iii,Part III self-report/physiology convergent-validity caution (STEM-methodological support),n/a,"P/anticipatory-application -- the review's categorical framing of 'subjective,' 'performance,' and 'physiological' measurement as three distinct, only loosely coordinated workload-assessment types lends independent STEM-methodological support to this cluster's bor-sec-28 (Kim et al.) caution against assuming convergence between self-report and physiological/behavioral boredom indices.",bor-sec-37
bor-sec-38,defines,Executive Functions (EF) load framework (updating/shifting/inhibition),~p.1,"EFs defined as attention-related top-down control processes; a hyperlink-like selection decision is reasoned to recruit shifting (reading-to-deciding task shift) and inhibition (ignoring distractor words) (FAITHFUL-Scharinger et al., p.1, citing Miyake et al.).",bor-sec-38
