rcode,term,item,words,text
S25-R062,S25,Q5,20,I think the group work was the most useful because it allowed me to bounce ideas off of my peers.
S25-R062,S25,Q6,18,The explanation of the aspects necessary in the final report but was glazed over in the lecture itself.
S25-R062,S25,Q9,17,The UI could be a little annoying especially when trying to select a specific video to view.
S25-R062,S25,Q10,27,"I like the virtual classroom idea with avatars, just because it would make students actually pay attention in class as opposed to ignore the zoom all together."
S25-R063,S25,Q5,28,I specially enjoyed the videos and sources provided to us. It’s one thing to learn off lecture slides but this made the class super engaging and enjoyable !
S25-R063,S25,Q6,16,I don’t have anything in mind as I enjoyed all the aspects of this course !
S25-R063,S25,Q9,11,Maybe improve it to be more interactive and engaging if anything
S25-R063,S25,Q10,45,I think VR platforms could be useful to engage all types of careers and majors for students to be exposed to the environment they’ll work in or have interest in. For example creating scenarios and how one would respond in a situation through using avatars.
S25-R064,S25,Q5,31,I found the weekly quizzes to be the most useful part of this course. Because it helped me remember the knowledge and had the opportunity to practice it in a quiz.
S25-R064,S25,Q6,15,I don't think any aspects of the course could be improved because they did good.
S25-R064,S25,Q9,23,"Supplemental materials: Linking relevant readings, case studies, or brief quizzes before or after the VR session would help reinforce learning and provide context."
S25-R064,S25,Q10,43,"Virtual Clinical Simulation for Healthcare Training / Use Case: VR can simulate surgeries, emergency situations, or patient interactions. / / Why it’s more effective: Learners can practice procedures repeatedly without putting patients at risk, increasing confidence and muscle memory in a safe environment."
S25-R065,S25,Q5,46,"I found the case‐based modules that walk through real‐world scenarios—such as designing an intervention for neglected diseases or navigating funding applications—especially valuable. By analyzing actual program outcomes, budget constraints, and stakeholder perspectives, those sessions made abstract concepts (like health policy or grant writing) feel immediately applicable."
S25-R065,S25,Q6,64,"While I appreciated the real-world case studies and practitioner insights, I felt that some of the more complex topics like navigating international regulatory frameworks and writing competitive grant proposals were covered too quickly. It would help to allocate more class time to hands-on workshops where we draft sections of a mock proposal or walk through a sample ethics submission for research in low-resource settings."
S25-R065,S25,Q9,39,"Not every student owns a high-end VR headset or a computer capable of rendering complex 3D scenes. Even if they have a headset, their device’s storage may fill up quickly if every module is delivered as one large package."
S25-R065,S25,Q10,51,"Helpful as mistakes are unlimited and can restart scenarios, practice rare complications, and receive immediate corrective guidance without risk to actual patients. It can though be costly occupy dedicated lab space, and wear out over time. VR scenarios can be updated instantaneously and require only a headset rather than specialized mannequins."
S25-R066,S25,Q5,18,I found the global health case studies and check-ins most helpful since they helped us keep on track.
S25-R066,S25,Q6,26,"This course could be improved by including more interactive content, such as discussion boards and maybe group activities to help students engage with the material more."
S25-R066,S25,Q9,1,N/a
S25-R066,S25,Q10,28,"I think it helps to understand more visually, which some students prefer more. Personally, I didn't use it so I don't have an idea on how it works."
S25-R067,S25,Q5,21,I found the quizzes and the video format helpful especially when referencing those topics for the innovation notebook or final report.
S25-R067,S25,Q6,11,Clearer expectations for innovation notebook like # of preferred gap analyses
S25-R067,S25,Q9,26,N/A didnt use / / but would be good to add caption boxes or descriptions of facts about the surgery to help when doing innovation notebook
S25-R068,S25,Q5,33,The aspects I found most useful in this course was actually meeting up with the professor in office hours and discussing the material in order to make sure that I understood the material.
S25-R068,S25,Q6,16,Making it more clear what is expected out of the final report could improve this course.
S25-R068,S25,Q9,26,Add maps or directions because I easily get lost in the lobby and fix playback issues that sometimes show up that i have to haphazardly fix.
S25-R068,S25,Q10,22,Meeting up with professionals around the world but in VR because sometimes video presentations with the professional's top half isn't as engaging.
S25-R069,S25,Q5,12,"I found meeting with the professor the most useful aspect, through zoom."
S25-R069,S25,Q6,15,"The virtual reality aspect of the course, the program was not compatible with my computer."
S25-R069,S25,Q9,14,I think the video was also not that clear and the POV's were stagnant.
S25-R069,S25,Q10,44,"I believe the zoom lectures my be supported more with the use of AI. The experience is quite different every time I attend a lecture, sometimes it's harder to focus if I'm around loud individuals or maybe I sat too far from the front."
S25-R070,S25,Q5,18,"Personally, the youtube video is the most helpful thing in the course helping me to understand the material."
S25-R070,S25,Q6,14,The group project could be better arranged with ways to contact the student members.
S25-R070,S25,Q9,9,Probably better access and easier connection to course material.
S25-R070,S25,Q10,21,VR programs provide a more detailed and realistic experience that help build a picture and more natural way of learning experience.
S25-R071,S25,Q5,18,I liked how the course gave us insight into how biomedical devices are created in a business environment
S25-R071,S25,Q6,12,More check ins on the project throughout the quarter and sample reports
S25-R071,S25,Q9,1,N/a
S25-R071,S25,Q10,1,N/a
S25-R072,S25,Q5,90,"I found this class to be really interesting, being able to think about engineering from the marketing stand point. But I also enjoyed the process in all. I took this class because I wanted to know if I wanted to stay in engineering, and felt that this class really covered all areas - finding an unmet need, researching the reasons why it was needed, creating an idea and going through with the plan. Although I did not stick with engineering, this class helped me pick another path for my future."
S25-R072,S25,Q6,69,"I think that the group project definitely makes it difficult. I think if the class was simply just the Innovation Notebooks (identifying unmet needs), and a mini term paper (like a very condensed version of our final project with less stakes), the class could be a bit less stressful. I felt a lot of struggle getting in contact with my team and being able to meet up with them."
S25-R072,S25,Q9,19,"I'm not sure - I was really only on the platform once, but it strained my computer a lot"
S25-R072,S25,Q10,66,"The virtual space to meet up for teamwork was very smart, but my group utilized discord a lot. But as for virtual learning environment, it could be very interesting! I think it would be really cool. Interactive virtual spaces to teach concepts could also be vey cool too. I think it can work - with the right idea. Discord has become very mainstream for school users."
S25-R073,S25,Q5,25,What I found most useful was were the accessibility of the slides and information regarding the lecture as well as the tons of resources offered.
S25-R073,S25,Q6,28,The aspect that I believe was confusing was the overall organization of the course in regards to the Lab and the organization of how the modules were formatted.
S25-R073,S25,Q9,9,Nothing that I could think of at the moment
S25-R073,S25,Q10,49,"I believe when it comes to learning things that are usually regarded to be more of a in person or hands on subject it would be more useful to learn, or honestly when a visual is required as it help provides a feel and sense of a better understanding."
S25-R074,S25,Q5,30,"I found the YouTube videos and reading material most useful. While I could not access the VR aspect of the modules, YouTube offered some immersion into the videos as well."
S25-R074,S25,Q6,59,"Just communication, my group was slow at replying and when they did canvas would not work. While we did have access to Discord and private messaging by exchanging #s or our IG handles, the lack of communication issue still persisted. Maybe have students all communicate through Pronto in order for a faster response than having people submit an email."
S25-R074,S25,Q9,59,"Something I feel can improve the VR clinical immersion platform is by fixing some of the audios. In one of the videos, while it had the original audio, it played like an echo x3. I couldn’t get the VR software to work on my own but thanks to the YouTube videos, I was still able to do the work,"
S25-R074,S25,Q10,54,meeting avatars for effective group work would be great for this class as some of us don’t wanna have their cameras on but at the same time that isn’t much of an issue but students just making time to meet up. But I also feel VR would work in email form just to communicate.
S25-R077,S25,Q5,13,Watching the surgeries through the VR / / The readings for the reports
S25-R077,S25,Q6,27,The audio at the surgeries was really bad at some points. / I'm not sure if it'd be possible to get better audio to hear the surgeons
S25-R077,S25,Q9,2,Better audio...
S25-R077,S25,Q10,41,"VR helps in experiencing things that normally students wouldn't be able to be in contact with, such as the surgeries and experiments / / If VR gets used for demonstrations while the students can practice with them, it'd be very useful"
S25-R078,S25,Q5,92,"One of the most useful aspects of the course was having access to recorded lectures and a variety of resources that helped me better understand the assignments. The videos and quizzes were especially helpful for checking my understanding along the way. I also liked how we had the opportunity to work in groups, as it allowed us to support one another and collaborate when we faced challenges. Additionally exploring the different platforms used throughout the course was great experience it was something new for me and added more engagement with the course."
S25-R078,S25,Q6,52,"One aspect of the course that could be improved is providing more examples and clearer guidance for the group project. There was confusion around that, and having more specific examples or more detailed explanations would be very helpful. That’s the only things that can be improved other than that it was great."
S25-R078,S25,Q9,54,Some elements that can be added is a feedback section for this to reflect on what exactly what we did to see how was the progress if it was right or wrong or highlight anything specifically. Also I think within each scenario in making it a bit slightly different and the way it was.
S25-R078,S25,Q10,92,Some educational use of VR programs could be effectively used are : / / * virtual classrooms with different characters : this can be a classroom with avatars to interact with there learning and have actively participation in learning and make them more interested in this fund way. This can bring more attention participate in activities. / / * Build your own world : they can design there own world in showing the environmental science or engineering technique to this. It can bring creativity and help with different learning styles to this.
S25-R079,S25,Q5,37,I really enjoyed the interactive elements on the online platform and the lectures themselves. The way they broke down global unmet clinical needs and tied them into case-based learning made it more engaging and easier to understand.
S25-R079,S25,Q6,62,"Since this course is collaboration-heavy, I think there could be better ways to connect with other students. It’s hard to meet classmates in an online class. The personality test helped a bit, but a scheduled online mixer or networking session early in the course would go a long way in demonstrating the networking aspect and helping us find group members more easily."
S25-R079,S25,Q9,1,N/A
S25-R079,S25,Q10,52,"A gamified system could be really effective—where students complete tasks, demonstrate skills, or explore clinic scenarios to earn points. You could even create a PVP (player-vs-player) or team challenge setup where class groups compete in applying knowledge. This would boost engagement, promote collaboration, and make the learning experience more dynamic and fun."
W26-R001,W26,Q5,3,The virtual reality
W26-R001,W26,Q6,12,"I think it is nice, no particularly parts I think need improvement"
W26-R001,W26,Q9,5,I think it is good
W26-R001,W26,Q10,43,"I think a virtual group will be nice, students could make their own charactors, students who don't know each other may shy to speak in reality, but if there is a virtual image for them, they might have less stress talking to others."
W26-R002,W26,Q5,18,I found the fact that all of the information was super accessible and easy to research very useful.
W26-R002,W26,Q6,18,"I think making the final project less intensive, or if possible, making this in person would be better."
W26-R002,W26,Q9,8,"I'm not sure, I thought it was great."
W26-R002,W26,Q10,23,"I think there's a multitude of uses, like group meetings and presentations, to allowing attendance in classes that would be full in person."
W26-R003,W26,Q5,38,"I thought the whole course was super interesting - the material we are learning is so applicable to our aspiring careers in biology, technology, and science. The lecture videos were great, and I appreciate the VR set design."
W26-R003,W26,Q6,30,"Maybe more a clear timeline for the innovation notebook and final group report - I like that it is chill, but I think more of an outline would be good."
W26-R003,W26,Q9,50,"Some elements were difficult to see, or it was difficult to tell what was going on without a background in the clinical procedure. Maybe having a brief summary of the procedure + its steps would be helpful! I would actually love to help out with writing this in that case."
W26-R003,W26,Q10,30,Maybe a virtual simulation environment for the hazards UCLC training modules at UCI. Its hard to picture risks and hazards when they are just pictures and text on a screen.
W26-R004,W26,Q5,2,Lecture videos
W26-R004,W26,Q6,6,canvas page is confusing at first
W26-R004,W26,Q9,3,i’m not sure
W26-R004,W26,Q10,3,i’m not sure
W26-R005,W26,Q5,8,Working with my group and the final project
W26-R005,W26,Q6,20,I think the VR videos are really cool! But I feel like they can be integrated more into the course
W26-R005,W26,Q9,22,"I honestly thing there's not much to improve, if anything surgeries in more speacilties, but there honestly already was a good range!"
W26-R005,W26,Q10,26,"Maybe a VR program where you can experience people's day to day life in different industries, even with BME, like regulatory engineer vs R&D vs clinical"
W26-R006,W26,Q5,33,Learning about global health challenges and seeing how medical care differs in other countries was very useful. The videos helped me better understand what clinical environments look like in different settings. / /
W26-R006,W26,Q6,12,The course could be improved by adding more interactive activities and discussions.
W26-R006,W26,Q9,31,"Adding more interactive elements, such as being able to move around the room, click on equipment, or receive explanations during the simulation, would make the VR platform more educational. / /"
W26-R006,W26,Q10,42,"VR could be used for medical training, such as practicing surgical procedures / learning anatomy in a 3D environment. It could also be useful for virtual labs, historical simulations, or group learning spaces where students can collaborate in a shared virtual environment."
W26-R007,W26,Q5,119,"I really like the weekly quizzes. / / The videos are really helpful and it's good that the questions about them are straight forward because it makes me feel more interested. When the questions are too tricky, it just makes me feel that I'm not understanding anything for the class, and I just don't finish the videos; just jump into internet to look for 'helpful' information. / / I loved the VR videos; I feel that it actually made me feel like an engineer trying to find and solve problems that real doctors are facing. / / / / / / / / / / How can I apply to the translator/researcher position when traveling to Paraguay? I'm bilingual;)"
W26-R007,W26,Q6,22,"I preferred the YouTube channel for virtual reality, over the app. I'm not a video game fan, maybe is that. / /"
W26-R007,W26,Q9,13,"To be honest, I feel like the VR YT its perfect for us."
W26-R007,W26,Q10,19,"I haven't tried any other virtual space, but I would love to work in more classes like this one."
W26-R008,W26,Q5,20,I find the videos extremely useful and eye-opening. It was very interesting to see different countries operation room in VR.
W26-R008,W26,Q6,13,I think the VR program could be easier to set up/create an account
W26-R008,W26,Q9,27,I didn't managed to use the VR program because there was some bug with my account which made it quite frustrating as I wasn't able to signin.
W26-R008,W26,Q10,24,I didn't use the VR program but I think having an online space where we could meet up sounds pretty nice and more interactive!
W26-R009,W26,Q5,4,lecture videos and quizzes
W26-R009,W26,Q6,1,nothing
W26-R009,W26,Q9,1,n/a
W26-R009,W26,Q10,53,"No, I think people need to meet in person for class, group work, and discussions or through zoom if needed. VR platform is good for the clinical immersion because it allows for a large number of people to basically enter the operating room and experience the procedure without compromising sterility, hospital proposals, etc."
W26-R010,W26,Q5,5,Ease of access and use
W26-R010,W26,Q6,1,None
W26-R010,W26,Q9,1,None
W26-R010,W26,Q10,1,None
W26-R011,W26,Q5,35,I think the lectures gave the most direct information relevant to the course. The Vr was nice but it wasn't super useful in my opinion. It was harder to navigate than just regular youtube videos.
W26-R011,W26,Q6,26,I think the VR platform was a not the most useful and at times it made t harder to understand and navigate the assignmentsI and videos
W26-R011,W26,Q9,17,"I think having organized links relevant to every week would help, even if its in the simulation."
W26-R011,W26,Q10,31,something that comes in my head is maybe a vr simulation with multiple characters. These people can be in one room together and interact in spaces such as in real life.
W26-R012,W26,Q5,18,I feel like the way the weeks were structured was really easy to follow along throughout the quarter.
W26-R012,W26,Q6,8,The VR platform was glitchy at some moments.
W26-R012,W26,Q9,21,I feel like it was really hard to use the platform for long periods of time because it would glitch out.
W26-R012,W26,Q10,25,"I feel like it was very cool to use the VR, but the website with all the videos and descriptions was much easier to use."
W26-R013,W26,Q5,65,The most useful aspect of this course was the lectures and the innovation notebook. The lectures gave a good understanding of the foundation and operational insight that other courses do not get into but is important to understanding how to actually make an impact with healthcare and technology. The innovation notebook was good to actually do own research and see what is out there/being done.
W26-R013,W26,Q6,32,"I think there could be more diversity on weekly assignments. Few weeks could be focused to the innovation notebook, and then other weeks could focus on creating an investor pitch or mroe."
W26-R013,W26,Q9,20,The VR clinical immersion platform could be easier to navigate. It is a little tricky at first to figure out.
W26-R013,W26,Q10,23,I think VR programs can be used for more group work so groups can meet more frequently throughout the quarter for sub projects.
W26-R014,W26,Q5,22,I found the YouTube videos the most helpful. It was easy to follow the interviews and rewind as needed to collect informaiton.
W26-R014,W26,Q6,57,"I think the VR environment was really cool and I really started to appreciate it more as the quarter continued, but the VR does look odd on a laptop. I can understand how it would be beneficial if we actually had VR goggles, but looking at it on the laptop seems the same as watching a video."
W26-R014,W26,Q9,22,"This class should provide students with VR headsets. Even if there were a technology fee, it would be more beneficial for learning."
W26-R014,W26,Q10,55,I think this application is most relevant for case studies and for observing possible consultations with doctors. The whole point of VR is to immerse yourself in a reality where you are not. I would like to be immersed in rooms where engineers are creating new devices and maybe even trying to help them too.
W26-R015,W26,Q5,50,"I am finding the innovation notebook to be the most useful one, as it provides me a focused space to truly practice the analytical skills needed to invent a medical device. It is very practically difficult to actually visit a surgical site, so this provides a wonderful opportunity for it."
W26-R015,W26,Q6,124,"Generally, I think the course is well-done! No complaints. / / This is an out-there idea. If there was some kind of in-lab simulation that allows you to kind of develop your own idea, perform customer discoveries, and market it, that would be amazing. It would be like a ""Medical Device Business Simulator - Ground-Up Inventor Edition"". This would be the next step on top of the innovation notebook - moving from identifying unmet needs to developing an idea. I would say, if something like this exists and is one day implemented into the course, it would likely need to become a 2 unit course. For those who are inclined towards inventorship (like myself), I think it would be a hit (if executed correctly)!"
W26-R015,W26,Q9,12,No ideas here. Perhaps a way to manipulate the object yourself virtually?
W26-R015,W26,Q10,122,"If there was some kind of in-lab simulation that allows you to kind of develop your own idea, perform customer discoveries, engage in the process of developing, prototyping, and legal issues in an accelerated way, and market it, that would be amazing. It would be like a ""Medical Device Business Simulator - Ground-Up Inventor Edition"". This would be the next step on top of the innovation notebook - moving from identifying unmet needs to developing an idea. I would say, if something like this exists and is one day implemented into the course, it would likely need to become a 2 unit course. For those who are inclined towards inventorship (like myself), I think it would be a hit (if executed correctly)!"
W26-R016,W26,Q5,15,I found the group project and the notebook useful for my learning throughout the course
W26-R016,W26,Q6,23,"The virtual reality environment, while it allows for more immersion, wasn't the highlight of the course, and could be amended for something else."
W26-R016,W26,Q9,42,"I think there should be reflections in the VR environment. While being immersed in the procedure is fascinating, having reflections afterwards would allow us to look for the main takeaways from these procedures and allow us to think critically about clinical needs."
W26-R016,W26,Q10,58,"I think a VR room for virtual group work is a start, allowing us to be more immersed in our work in cases when we can't meet up in person. Additionally, VR can be used for certain lessons that can use a hands-on component, such as learning about different engineering procedures that may not be available on campus."
W26-R017,W26,Q5,17,I think that the weekly quizzes were most helpful because they kept me accountable for my studies.
W26-R017,W26,Q6,33,"I think that a similar type of accountability as the weekly quizzes could be implemented into the innovation notebook. Even if it's not weekly, just general check ins or submissions throughout the quarter."
W26-R017,W26,Q9,6,I utilized the YouTube videos only.
W26-R017,W26,Q10,35,"I do not think a virtual classroom would be more effective than zoom to be honest, but I do think an interactive VR classroom would be. Maybe similar to a game or like pollEverywhere style."
W26-R018,W26,Q5,81,"One of the most useful parts of this course was learning how to really focus on understanding a clinical problem before trying to come up with a solution. It helped me realize how important it is to look at different perspectives and think about real constraints in healthcare. I also liked that we got the opportunity to see what real medical procedures look like, because it made everything feel more real and helped me understand what actually happens in clinical settings."
W26-R018,W26,Q6,22,I don’t have any specific suggestions for improvement. I thought the course worked well for me and helped me understand the material.
W26-R018,W26,Q9,61,"One thing that could be improved is making the VR platform easier to run and navigate. My computer would get really hot and slow while using it, which made it hard to focus on the learning part. I also had some trouble figuring out how the platform worked at first, so I ended up relying more on the YouTube videos instead."
W26-R018,W26,Q10,38,"It could be useful in BME or other STEM fields for understanding complex biological systems, medical devices, or lab techniques. It could also help students run virtual experiments that are difficult or expensive to do in real life."
W26-R019,W26,Q5,23,I found the surgical videos and interviews very useful and entertaining to watch. It was nice attempting to find unmet needs within those.
W26-R019,W26,Q6,28,The course covers a lot in the span of 10 weeks. It is sometimes hard to keep up with everything along with the innovation notebook and final report.
W26-R019,W26,Q9,6,I only used the YouTube videos.
W26-R019,W26,Q10,1,N/A
W26-R020,W26,Q5,8,I found the VR videos the most helpful
W26-R020,W26,Q6,1,N/A
W26-R020,W26,Q9,16,I think more interactive elements within the VR world such as interacting with equipment and patients.
W26-R020,W26,Q10,46,I think VR programs could be used to improve learning to give students and learners a more immersive experience in the classroom. It could especially be useful to younger students who may not be able to attend a physical classroom due to health or familial issues.
W26-R021,W26,Q5,16,I found the lecture videos to be useful as they conveyed the information clearly and directly.
W26-R021,W26,Q6,26,"I think that the course work for the class is quite involved for the amount of units the class is offered for, mainly the group project."
W26-R021,W26,Q9,18,I think it would be helpful to have the option to change the playback speed of the videos.
W26-R021,W26,Q10,27,Interactive online environments for teamwork would be helpful since meeting in person isn't always convenient and meeting purely through zoom is can be hard to collaborate easily.
W26-R022,W26,Q5,25,I found the weekly videos to be the most informative aspect of this course and to be the most useful in contributing to my learning.
W26-R022,W26,Q6,16,Make the larger assignments like the projects and innovation notebook more streamlined and easy to follow.
W26-R022,W26,Q9,16,Maybe some pop ups of technology being used and a brief explanation of what it does.
W26-R022,W26,Q10,51,"To be frank, I think the traditional way of learning is the most effective because it is the least gimmicky. However, to answer the question, perhaps the ability to meet up with groups in a virtual reality setting so we can visibly see what each person is working and focusing on."
W26-R023,W26,Q5,57,"I learned how to identify umnet needs, fda approval process, and how to identify crucial information needed to start a business using the business model canvas. I also liked the variety of resources that were given, such as where to get statistical information, looking through different surgical videos across different countries, and hearing some of the interviews."
W26-R023,W26,Q6,53,"While the course provided useful information, however, it did take more time to complete some of the work required by the course. Personally, noticed that the course is 1 unit and should be worth more in my opinion for the amount of information learnt and time spent on the course (maybe 3 units)."
W26-R023,W26,Q9,42,"The VR platform was good experience in terms of seeing a 360 degree overview of a procedure. However, the platform was extremely slow in terms of accessing the videos and interviews, which eventually became frustrating and led to watching the Youtube videos."
W26-R023,W26,Q10,53,"VR programs can be used when students want to learn more about a surgical procedure (during a classroom setting), used during teamwork projects when identifying umnet needs during a surgical procedure, can be used during formal meetings such as introducing students to this new platform, showing surgical videos, or trying to identify solutions."
W26-R024,W26,Q5,57,"I found the youtube videos on the VR experiences the most useful for this course! I did not enjoy the 3d immersive experience, so I used the youtube videos way more than anything else. I'd love if there was more reference to the actual channel throughout the course, so more people could know this is an option."
W26-R024,W26,Q6,8,I did not enjoy the 3d experience :(.
W26-R024,W26,Q9,40,The VR clinical immersion lobby is modelled poorly and it reminds me of a children's game. I didn't find it to be very academic? The initial impression really turned me off of using it and the actual videos were disorienting.
W26-R024,W26,Q10,32,I think that virtual spaces could be very well used in gaming or programming classes! However I found it very unnecessary for this class and thought it added a level of confusion.
W26-R025,W26,Q5,20,I found the innovation notebook and the process of assessing different medical devices as a crucial part of the course
W26-R025,W26,Q6,12,I believe that this course was already well organized and was structured.
W26-R025,W26,Q9,11,"I believe a smaller file size, but everything else was good"
W26-R025,W26,Q10,13,Being able to navigate on your own and refer back to previous lessons
W26-R026,W26,Q5,9,I found the weekly quizzes and observation most useful.
W26-R026,W26,Q6,5,Everything was overall pretty good.
W26-R027,W26,Q5,9,I found the VR simulation to be most useful
W26-R027,W26,Q6,5,I cannot think of anything!
W26-R027,W26,Q9,34,"I cannot think of anything, although at times it was hard to figure out a ""problem"" or ""unmet need"" that was occuring. I think I was looking at the wrong things in the beginning."
W26-R027,W26,Q10,28,"I cannot think of anything, although I know of some games that can help people pracice their profession with no real risk, which could be beenfical for beginners!"
W26-R028,W26,Q5,6,I found the immersive VR helpful.
W26-R028,W26,Q6,14,The amount of work could be decreased due to this being a 1-unit course.
W26-R028,W26,Q9,14,I think having checks imbedded in the videos would make the process more involved.
W26-R028,W26,Q10,33,I think the best cases to use VR are when learning about various scientific topics as this can help foster in depth learning and be able to feel more hands on when learning.
W26-R029,W26,Q5,12,I found the lectures and the virtual videos to be most useful!
W26-R029,W26,Q6,28,Maybe a few more check ins on the inovation note book. I found that I underestimated the amount of work I needed to put in for the assignment.
W26-R029,W26,Q9,28,I found that the VR platform was a little glichy/heavy on my computer. This made it harder for me to use the platform for long periods of time.
W26-R029,W26,Q10,27,"I think they could be wonderful in lab experiments. For example, a pre lab assignment could be watching a VR video of the lab to be done!"
W26-R031,W26,Q5,11,Studying and learning different surgeries procedure and understand the unmet needs
W26-R031,W26,Q6,15,"The direction of the assignments, I some time find confusing when doing the innovation notebook"
W26-R031,W26,Q9,12,Make the videos to be more accessable without the complication to play
W26-R031,W26,Q10,17,"VR allow student to learn visually, It is better to use when we need to demonstrate things"
W26-R032,W26,Q5,11,The video lectures and the extra YouTube videos provided as well
W26-R032,W26,Q6,1,N/A
W26-R032,W26,Q9,1,N/A
W26-R032,W26,Q10,24,This case seems to have the most merit to me: / Interactive virtual spaces designed to teach a specific concept or body of knowledge.
W26-R033,W26,Q5,10,I found the lectures and weekly quizzes the most helpful
W26-R033,W26,Q6,26,I found that the group project was a bit unnecessary and feel it could be a little less involved given this is a one unit course.
W26-R033,W26,Q9,12,I think the youtube videos were enough to fully grasp the experience.
W26-R033,W26,Q10,35,I think this interactive VR integration could be better utilized with medical students who need to have the perspective of the surgeon. For an engineering use case I find it to be a bit unnecessary.
W26-R034,W26,Q5,40,"I liked seeing examples of how healthcare environments and resources can be different around the world. The case studies helped show how engineering solutions have to adapt depending on the setting, which made the material feel more real and relevant."
W26-R034,W26,Q6,50,I think it would help to have a little more time spent walking through the clinical scenarios and explaining what we’re seeing. Sometimes it would have been helpful to pause and discuss the environment or technology being used so it was easier to connect it to the concepts from class.
W26-R034,W26,Q9,53,"It could be helpful if the VR platform had more interactive features, like being able to look more closely at equipment or move around the room to understand how the space is set up. Small explanations or labels for different tools or procedures could also make it easier to follow what is happening."
W26-R034,W26,Q10,70,"VR could be really useful for learning clinical environments or procedures because it lets you actually see the space and how things are set up. For example, it could be used to explore an operating room or clinic and understand how equipment and staff work together. I think that would be more engaging than just looking at pictures or slides since it gives a better sense of the real environment."
W26-R035,W26,Q5,15,Watching the videos and working on the group project to create a gap analysis chart
W26-R035,W26,Q6,1,N/A
W26-R035,W26,Q9,3,Accessible through Mac
W26-R035,W26,Q10,19,Possibly something like PhET that allows students to actually interact with how different treatments may have gaps through buttons
W26-R036,W26,Q5,94,"One aspect of the course that I found most useful is the concise, yet informational lectures. They provide strong foundational information for learning how to identify and address unmet clinical needs, which is the main goal of working as a biomedical engineer. The fact that the lectures are shorter helps them to be more digestible and engaging. Another aspect of the course I found useful is the innovation notebook in which I am actively exploring and finding solutions to unmet clinical needs. This helps me become used to the thought process to do so."
W26-R036,W26,Q6,148,"A major aspect of this course that could be improved is the work load. As a 1-unit course, the work load is very large and comparable to many 4-unit courses I have taken (with the exception of midterm and final exams for this course). The work load should either be cut down, or the unit value of the course should be increased. Second, I would have benefited more from this class if it were taught in-person. I find it very difficult to remain engaged with virtual instruction, and I had a hard time connecting with my group without ever meeting them face-to-face. They reached out to me in order to begin the group project, and I responded, and I was ghosted until the final few weeks of the quarter where I found myself very behind in the group's work with no knowledge that they were organizing without me."
W26-R036,W26,Q9,1,N/A
W26-R036,W26,Q10,44,I think this instance of allowing students to be immersed in the VR operating room is very cool and beneficial. Apart from that I don't see a space where VR would be implemented as a major supplement to the course in its current structure.
W26-R037,W26,Q5,17,I found [instructor]'s lectures the most useful in summarizing the engineering processes of addressing unmet clinical needs.
W26-R037,W26,Q6,18,I think there could be some more clarity with innovation notebook and assigned rubrics to guide our observations.
W26-R037,W26,Q9,18,The VR platform is really laggy at times and is not significantly more immersive then a YouTube video
W26-R037,W26,Q10,31,It is more effective that it does put you into a VR clinical environment and a cool interactive space. The main pro to the platform is you can watch with others.
W26-R038,W26,Q5,37,"I really like the organized structure of the lecture videos and readings by week order. If I need to find a certain reading or video from a specific week, I know exactly where to look for it."
W26-R038,W26,Q6,43,"This is not really about the course structure per se, but I wished there were more samples of past innovation notebooks that got grades other than 100%, just so I could compare them to my own work and see where I am at."
W26-R038,W26,Q9,16,I thought it was a pretty good experience and didn't really encounter much issues using it.
W26-R038,W26,Q10,41,I think it would be really helpful for there to be a virtual space where we could meet up with our group members because everyone has such different schedules that it is much harder to coordinate in-person meetings over online ones.
W26-R039,W26,Q5,15,The video lectures were very helpful as I could rewatch them at my own time.
W26-R039,W26,Q6,24,Please increase the number of units for this course. The workload for this course sometimes feels like it should be more than 1 unit.
W26-R039,W26,Q9,8,The VR platform is not very user friendly.
W26-R039,W26,Q10,46,"VR could be used for simulated clinical rounds, where students can practice interacting with virtual patients in a risk-free environment. This would be more effective than traditional methods because it allows for 'hands-on' experience and the ability to make and learn from mistakes without real-world consequences."
W26-R040,W26,Q5,18,I enjoyed watching the videos of the surgeries as they gave a good insight into what goes on
W26-R040,W26,Q6,18,"I think the work load seems too spread out on different topics like innovation notebook, quizzes, and report."
W26-R040,W26,Q9,4,I didn't use it
W26-R040,W26,Q10,17,Maybe for specific surgories or topics that are hard to follow without getting an in-person close look
W26-R042,W26,Q5,24,I found the lectures the most useful to look back at and reference because I could have a foundation before taking the week quizzes.
W26-R042,W26,Q6,11,I think the instructions for innovation notebook could be more clear.
W26-R042,W26,Q9,11,Possibly more samples of what the innovation notebook should look like
W26-R042,W26,Q10,36,"VR can be used for classes like biomechanics, where students often solve stress/strain problems on bones or muscles. Showing a VR of the load testing being done could provide insight of how to solve biomechanics problem."
W26-R044,W26,Q5,41,"I found the material focusing on issues regarding sustainability in the present society very compelling, sparking interest and discord among many. / / The readings had also been deemed useful in providing insight around real world events regarding issues surrounding sustainability."
W26-R044,W26,Q6,21,"Incorporating additional supplementary material such as articles, videos, and reports to provide beneficial insight of course material can improve course interest."
W26-R044,W26,Q9,22,Accessibility to the technology to those who may not have access can allow for aspiring students to learn and develop skills virtually.
W26-R044,W26,Q10,12,"-Labs, can prevent potential risks while maintaining an engaging environment / /"
W26-R045,W26,Q5,1,teamwork
W26-R045,W26,Q6,1,nothing
W26-R045,W26,Q9,2,good enough
