source_id,relation,target_id,domain,centrality_tier,book_page,provenance,supporting_unit_ids,notes,source_id_original,target_id_original,resolution_status
Scripted-narrative-structures-of-progression,operationalizes-via-game,Fallout-3-Bethesda-2008,game-studies,,122,calleja-exegetical,IG-07-NARRATIVE,Branching backbone with side quests paradigm,,,unresolved
Scripted-narrative-structures-of-progression,operationalizes-via-game,World-of-Warcraft-Blizzard-2004,game-studies,,122,calleja-exegetical,IG-07-NARRATIVE,No-main-story-with-side-quests-only paradigm,,,unresolved
C-009,operationalizes-via-game,World-of-Warcraft-Blizzard-2004,game-studies,,128 132,calleja-exegetical,IG-07-NARRATIVE,Two interview-quote disposition contrast + Figure 7.2 Muun episodes (Appendix tie),,,partial
C-009,operationalizes-via-game,The-Elder-Scrolls-IV-Oblivion-2006,game-studies,,127-131,calleja-exegetical,IG-07-NARRATIVE,Scripted-to-open-world transition + Redguard/Breton representation-without-simulation,,,partial
C-009,operationalizes-via-game,Grand-Theft-Auto-IV-Rockstar-2008,game-studies,,117-119,calleja-exegetical,IG-07-NARRATIVE,Nico/Roman/Michelle extended walkthrough as anchor example,,,partial
C-009,operationalizes-via-game,Max-Payne-Rockstar-2001,game-studies,,125,calleja-exegetical,IG-07-NARRATIVE,Third-person alterbiography-of-entity paradigm,,,partial
C-029,operationalizes-via-game,Max-Payne-Rockstar-2001,game-studies,,115,calleja-exegetical,IG-07-NARRATIVE,Flashbacks/flashforwards as scripted-narrative — anti-Juul example,,,partial
C-029,operationalizes-via-game,Call-of-Duty-IV-Infinity-Ward-2007,game-studies,,115,calleja-exegetical,IG-07-NARRATIVE,Single chapter set years before main events — anti-Juul example,,,partial
C-009,operationalizes-via-game,Bioshock-2K-2008,game-studies,,132-133,calleja-exegetical,IG-07-NARRATIVE,Steinman scripted-becomes-alterbiography paradigm (Figure 7.3),,,partial
C-029,qualifies,C-009,game-studies,,131-133,calleja-exegetical,IG-07-NARRATIVE,Not mutually exclusive — alterbiography integrates scripted-narrative elements relating to focalized entity,,,resolved
Calleja,contests,Juul-2001-story-time-discourse-time-collapse,game-studies,,114-115,calleja-exegetical,IG-07-NARRATIVE,Juul slides between two senses of narrative; the proper distinction is scripted vs alterbiography || canonical-id-resolution-pending,,,unresolved
Calleja,contests,Eskelinen-2004-anti-narrative,game-studies,,115-116,calleja-exegetical,IG-07-NARRATIVE,Eskelinen's argument self-undermining — invokes Genette+Prince to deny their applicability || canonical-id-resolution-pending,,,unresolved
Calleja,extends,Ryan-2006-cognitive-mental-construct-narrative,game-studies,,"114, 119, 128",calleja-exegetical,IG-07-NARRATIVE,Ryan's reframing is Calleja's primary corrective to Juul+Eskelinen || canonical-id-resolution-pending,,,unresolved
Calleja,extends,Salen-Zimmerman-emergent-embedded-narrative,game-studies,,117,calleja-exegetical,IG-07-NARRATIVE,Endorses framework but narrows via cybertextual-qualities constraint || canonical-id-resolution-pending,,,unresolved
Calleja,contests,Salen-Zimmerman-poker-example,game-studies,,117-119,calleja-exegetical,IG-07-NARRATIVE,Poker-bluff thoughts do NOT count as narrative experience absent fictional environment || canonical-id-resolution-pending,,,unresolved
Calleja,concedes,Aarseth-Cybertext-ergodic-anchoring,game-studies,,"117, 120",calleja-exegetical,IG-07-NARRATIVE,Endorses anchoring narrative in mechanical/coded structures of ergodic texts || canonical-id-resolution-pending,,,unresolved
Calleja,qualifies,Pearce-2004-six-operators,game-studies,,116-117,calleja-exegetical,IG-07-NARRATIVE,Framework flagged as over-general (tic-tac-toe + basketball + Sims) || canonical-id-resolution-pending,,,unresolved
Calleja,qualifies,Jenkins-2004-environmental-storytelling,game-studies,,119-120,calleja-exegetical,IG-07-NARRATIVE,Useful but restricted to spatial dimension || canonical-id-resolution-pending,,,unresolved
Calleja,cites,Levine-2008-GDC-Bioshock-commentary,game-studies,,122-124,calleja-exegetical,IG-07-NARRATIVE,Primary source for push/pull narrative distinction || canonical-id-resolution-pending,,,unresolved
Calleja,cites,Houser-2008-GTA-IV-Edge,game-studies,,117,calleja-exegetical,IG-07-NARRATIVE,Designer-commentary as theoretical evidence || canonical-id-resolution-pending,,,unresolved
Calleja,cites,Walton-1990-narrative-props,game-studies,,128,calleja-exegetical,IG-07-NARRATIVE,'Narrative props' terminology borrowed || canonical-id-resolution-pending,,,unresolved
D-004,defines,Position-dissolves-narratology-ludology-binary,game-studies,,"113-117, 120",calleja-exegetical,IG-07-NARRATIVE,Meta-position: rejects via Ryan; endorses Salen+Zimmerman+Aarseth on ergodic; extends via scripted/alterbiography,IG-07-NARRATIVE,,partial
C-009,instances-in-text,Synthesis-rules-representation-imagination,game-studies,,128-131,calleja-exegetical,IG-07-NARRATIVE,Combinatorial of rules + representation + imagination — Iser-derived,,,partial
Synthesis-rules-representation-imagination,cites,Iser-1991-Act-of-Reading,phenomenology-of-imagination,,127-128,calleja-exegetical,IG-07-NARRATIVE,Iser quoted directly on reader-synthesis (dual-nature projections),,,unresolved
Synthesis-rules-representation-imagination,cites,Sartre-1967-What-Is-Literature,phenomenology-of-imagination,,128,calleja-exegetical,IG-07-NARRATIVE,Sartre quoted directly on author/reader interdependence,,,unresolved
Synthesis-rules-representation-imagination,cites,Sartre-1995-The-Imaginary,phenomenology-of-imagination,,130,calleja-exegetical,IG-07-NARRATIVE,Sartre invoked on ambiguity-revealed synthesis,,,unresolved
D-004,bridges-to-pipeline,Phantasia-Cluster-via-Sartre-Iser,phenomenology-of-imagination,,127-130,mediated-exegetical (Sartre/Iser → Phantasia Cluster),IG-07-NARRATIVE,Primary IG-07 mediated-exegetical bridge — Synthesis subsection anchored in direct Sartre+Iser citations,IG-07-NARRATIVE,,partial
Iser-1991-Act-of-Reading,bridges-to-pipeline,Phantasia-Cluster-Hawhee-rhetorical-vision,phenomenology-of-imagination,,127-128,mediated-exegetical (Sartre/Iser → Phantasia Cluster),IG-07-NARRATIVE,Iser's reader-synthesis as upstream resource for rhetorical vision / phantasia operations,,,unresolved
Sartre-1995-The-Imaginary,bridges-to-pipeline,Phantasia-Cluster-Papachristou-deliberative-phantasia,phenomenology-of-imagination,,130,mediated-exegetical (Sartre/Iser → Phantasia Cluster),IG-07-NARRATIVE,Sartre's phenomenology of imagination as upstream resource for deliberative phantasia,,,unresolved
Sartre-1967-What-Is-Literature,bridges-to-pipeline,Phantasia-Cluster,phenomenology-of-imagination,,128,mediated-exegetical (Sartre/Iser → Phantasia Cluster),IG-07-NARRATIVE,Author/reader interdependence as upstream resource for rhetorical-imagination tradition,,,unresolved
C-009,awaits-ontological-grounding-in,Aristotelian-muthos-emplotment-Poetics,ontological-grounding,,"115, 128-130",anticipatory-projection (dissertation),IG-07-NARRATIVE,STRONGEST single-concept bridge in chapter — alterbiography is muthos in everything but vocabulary,,,partial
Macro-phase-narrative-involvement,awaits-ontological-grounding-in,Heidegger-BCAP-kairos-anticipatory-comportment,ontological-grounding,,131-132,anticipatory-projection (dissertation),IG-07-NARRATIVE,Between-sessions wondering as anticipatory comportment,,,unresolved
C-009,maps-to-pentad-term,Burke-Act,burke-pentad,,124-131,anticipatory-projection (dissertation),IG-07-NARRATIVE,Alterbiography is the unfolding Act-stream,,,partial
C-029,maps-to-pentad-term,Burke-Purpose,burke-pentad,,120-124,anticipatory-projection (dissertation),IG-07-NARRATIVE,Scripted narrative supplies designer-imposed teleology,,,partial
C-030,maps-to-pentad-term,Burke-Purpose-saturated-Act-constrained,burke-pentad,,122-123,anticipatory-projection (dissertation),IG-07-NARRATIVE,Pushed narrative dramatizes Purpose-saturation,,,partial
C-030,maps-to-pentad-term,Burke-Act-Purpose-ratio-released,burke-pentad,,123-124,anticipatory-projection (dissertation),IG-07-NARRATIVE,Pulled narrative releases Purpose to Player-Act,,,partial
C-009,maps-to-uexkull-construct,Bedeutungstraeger-meaning-carrier-sequence,uexkull-biosemiotic,,124-131,anticipatory-projection (dissertation),IG-07-NARRATIVE,Causally-related segments of synthesis as Bedeutungsträger sequence within Umwelt,,,partial
C-030,maps-to-uexkull-construct,Player-pulled-Bedeutungstraeger,uexkull-biosemiotic,,123-124,anticipatory-projection (dissertation),IG-07-NARRATIVE,Audio diaries / in-world books as active biosemiotic meaning-bearers,,,partial
C-030,maps-to-uexkull-construct,Designer-imposed-non-Bedeutungstraeger-interruption,uexkull-biosemiotic,,122-123,anticipatory-projection (dissertation),IG-07-NARRATIVE,Cut scenes as non-Bedeutungsträger interruption of player Umwelt,,,partial
D-004,bridges-to-pipeline,Dalton-dissertation,dissertation-instrument,,ALL,dissertation-instrument,IG-07-NARRATIVE,Alterbiography + structures-of-progression typology = dissertation-deployable analytical constructs,IG-07-NARRATIVE,,partial
Calleja,cites,Genette-1980-Narrative-Discourse,narratology,,"114, 124-125",calleja-exegetical,IG-07-NARRATIVE,Quoted directly on story/narrative/narrating terminology + focalization || canonical-id-resolution-pending,,,unresolved
Calleja,cites,Chatman-1978-Story-and-Discourse,narratology,,"114, 113",calleja-exegetical,IG-07-NARRATIVE,Listed in speech-act narratology cluster || canonical-id-resolution-pending,,,unresolved
Calleja,cites,Prince-1982-Narratology,narratology,,114,calleja-exegetical,IG-07-NARRATIVE,Listed alongside Genette on narrator-requirement || canonical-id-resolution-pending,,,unresolved
Calleja,cites,Metz-Bal-Culler-Walsh,narratology,,114,calleja-exegetical,IG-07-NARRATIVE,Story/discourse citation cluster || canonical-id-resolution-pending,,,unresolved
Micro-phase-narrative-involvement,instances-in-text,Alterbiography-occurrence-locus-declaration,game-studies,,131,calleja-exegetical,IG-07-NARRATIVE,EXPLICIT micro-phase declaration at p.131 in lieu of labeled Micro-Phase subsection — structural deviation from Ch.4-6/8-9 template,,,unresolved
Figure-7.2-Muun-in-WoW,instances-in-text,Appendix-WoW-case-tie,methodology,,132,calleja-exegetical,IG-07-NARRATIVE,Calleja uses own Appendix-case-study WoW character as alterbiography exemplar,,,unresolved
C-009,operationalizes-via-game,Medieval-II-Total-War-2006,game-studies,,125,calleja-exegetical,IG-07-NARRATIVE,Multi-level focalization shift example (miniatures → entity),,,partial
C-009,operationalizes-via-game,FIFA-2008-EA-Sports,game-studies,,130,calleja-exegetical,IG-07-NARRATIVE,Sports-genre management-mode alterbiography example,,,partial
D-005,defines,C-012,game-studies,1,135,text-anchored,IG-08-AFFECTIVE,Lines 4732-4737 — cognitive + emotional + kinesthetic feedback loop is the medium-specific basis for digital-game affective intensity,,,resolved
D-005,defines,IG-08:dimension-operational-definition,game-studies,1,135,text-anchored,IG-08-AFFECTIVE,Lines 4737-4738 — 'a particularly powerful medium for affecting players' moods and emotional states' (Bryant + Davies 2006; Grodal 2000),,,partial
D-005,structured-by,IG-08:macro-micro-phase-split,game-studies,1,135,text-anchored,IG-08-AFFECTIVE,"Macro Phase (Escapism and Affect, pp.135-139) vs Micro Phase (Emotional Affect during Gameplay, pp.139-142) + Aesthetics-and-Affect swing-section (pp.142-145)",,,partial
T-001,centers-on,C-032,game-studies,1,136,text-anchored,IG-08-AFFECTIVE,Lines 4778-4795 — escape = permanent one-way move; escapism = round-trip with return-expectation,,,resolved
T-001,centers-on,C-032,game-studies,1,137,text-anchored,IG-08-AFFECTIVE,Lines 4814-4831 — Tuan 1998 block quote: humans are animals 'congenitally indisposed to accept reality'; culture is 'seeing what is not there',,,resolved
C-032,cites-block-quote,Tuan-1998-Escapism,cultural-geography,1,137,text-anchored,IG-08-AFFECTIVE,Block quote lines 4824-4831 (p.5-6) — Yi-Fu Tuan as PRIMARY conceptual interlocutor for Macro Phase,,,partial
T-001,cites,Tuan-1998-Escapism,cultural-geography,1,138,text-anchored,IG-08-AFFECTIVE,Block quote lines 4842-4845 (p.23) — 'local pattern or order' definition of the real; interpretability as determinant,,,partial
IG-08:secondary-worlds,cites-block-quote,Tolkien-1983-On-Fairy-Stories,literary-theory,1,138,text-anchored,IG-08-AFFECTIVE,Block quote lines 4883-4889 (p.132) — 'inner consistency of reality'; 'secondary worlds'; willing-suspension-of-disbelief critique,,,unresolved
IG-08:escape-prisoner-vs-flight-deserter,cites-block-quote,Tolkien-1983-On-Fairy-Stories,literary-theory,2,139,text-anchored,IG-08-AFFECTIVE,Block quote lines 4894-4905 (p.148) — Escape of the Prisoner vs Flight of the Deserter; escapism-defense against academic scorn,,,unresolved
IG-08:escapism-defense-apparatus,cites,Evans-2001-This-Virtual-Life,media-studies,3,139,text-anchored,IG-08-AFFECTIVE,Line 4892 — Evans aligned with Tuan + Tolkien against scornful uses of 'escape'; light citation,,,unresolved
C-005,centers-on,C-031,game-studies,1,139,text-anchored,IG-08-AFFECTIVE,Lines 4913-4927 — designers cannot dictate specific effects but design choices encourage particular reactions; player interpretation + interruptions + interest produce precipitated rather than designed responses,,,resolved
C-005,centers-on,IG-08:verisimilitude-vs-media-pastiche,game-studies,1,140,text-anchored,IG-08-AFFECTIVE,Lines 4956-4991 — Medal of Honor (Hollywood-pastiche via Saving Private Ryan + Pearl Harbor) vs Red Orchestra (historical-accuracy + iron-sights). 'Very different affective experiences in these two ostensibly similar games',,,partial
C-005,paradigm-case,IG-08:suppressing-fire-as-apprehension,game-studies,1,141,text-anchored,IG-08-AFFECTIVE,"Lines 4992-5019 — graphical distortion + loud audio + destructible-cover physics + iron-sights aiming → 'a heightened sense of urgency, if not panic.' Calleja's clearest mechanic-level designed-affect exhibit",,,partial
IG-08:aesthetics-and-affect,paradigm-case,IG-08:aesthetic-mood-regulation,game-studies,1,142,text-anchored,IG-08-AFFECTIVE,"Lines 5022-5036 — Aprile-on-Night-Elf-Land 'whenever I don't feel like playing, I come here'; WoW designers' tasteful-palette + broad-appeal design policy",,,unresolved
IG-08:aesthetics-and-affect,paradigm-case,IG-08:atmospherics-as-affect-design,game-studies,1,140,text-anchored,IG-08-AFFECTIVE,Lines 4934-4939 — Inauro-on-Duskwood/Mirkwood/Silverpine/Brill: lighting + sound + monster placement + thematic consistency,,,unresolved
IG-08:aesthetics-and-affect,paradigm-case,IG-08:adaptive-ai-director,game-studies,2,144,text-anchored,IG-08-AFFECTIVE,Lines 5086-5104 — Left 4 Dead 2 director generates enemies+weapons+ammo+objects to calibrate dramatic tension; sends zombie hordes when 'players appear too relaxed',,,unresolved
IG-08:aesthetics-and-affect,paradigm-case,IG-08:uncanniness-shock,game-studies,2,144,text-anchored,IG-08-AFFECTIVE,Lines 5074-5085 — F.E.A.R. swaying/flickering light bulbs + scampering-child-on-all-fours; prior combat-intensity amplifies subsequent horror → 'intensified sense of shock and uncanniness',,,unresolved
IG-08:closing-coda,terminologizes,C-031,game-studies,1,146,text-anchored,IG-08-AFFECTIVE,Lines 5156-5158 — 'This dimension accounts for the rhetorical strategies of affect that are either purposefully designed into a game or precipitated by the individual player's interpretation.' Third occurrence; definitional crystallization,,,partial
C-031,appears-at,IG-08:occurrence-1,game-studies,1,136,text-anchored,IG-08-AFFECTIVE,Lines 4762-4764 (Macro Phase opening — 'game design...is imbued with the rhetorical strategies of affect'). First of three,,,partial
C-031,appears-at,IG-08:occurrence-2,game-studies,1,145,text-anchored,IG-08-AFFECTIVE,Lines 5118-5120 (Left 4 Dead 2 analysis — 'rhetorical strategies of affect tightly combine the aesthetic and systemic dimensions'). Second of three; STRONGEST anticipatory anchor,,,partial
C-031,appears-at,IG-08:occurrence-3,game-studies,1,146,text-anchored,IG-08-AFFECTIVE,Lines 5156-5158 (coda — definitional crystallization). Third of three,,,partial
C-031,cites,Bryant-Davies-2006,media-psychology,1,136,text-anchored,IG-08-AFFECTIVE,Lines 4748-4761 — citation at p.183: 'the tendency of individuals to choose entertainment to achieve an optimal level of arousal.' Sole imported emotion-construct in chapter,,,partial
IG-08:mood-affecting-qualities,co-cites,Grodal-2000-Pleasures-of-Control,media-emotion,2,135,text-anchored,IG-08-AFFECTIVE,"Line 4738 — Grodal co-cited with Bryant + Davies; no further engagement, no extended quotation; Tier-C citation despite Grodal's major film+game-emotion theorist status",,,unresolved
IG-08:packaged-experience-defense,foiled-against,Salen-Zimmerman-2003-Rules-of-Play,game-studies,2,146,text-anchored,IG-08-AFFECTIVE,Line 5139 — Salen + Zimmerman among 'game designers who have expressed doubt about the trend toward improving representation at the cost of innovations in design.' Foil for representational-affective-design-as-legitimate-aim defense,,,unresolved
IG-08:negative-affect-as-legitimate,observes,IG-08:cross-dimensional-affective-amplification,game-studies,1,137,text-anchored,IG-08-AFFECTIVE,Lines 4807-4813 — frustration / panic / fear engage spatial + ludic + shared involvement. First of three discrete cross-dim-amplification observations,,,unresolved
IG-08:flanking-ai-paradigm,instantiates,IG-08:cross-dimensional-affective-amplification,game-studies,1,144,text-anchored,IG-08-AFFECTIVE,Lines 5071-5073 — F.E.A.R. flanking attacks 'leave players in an alerted state...leads to a more intense engagement in the spatial and ludic involvement dimensions.' Second of three,,,unresolved
IG-08:left-4-dead-2-cooperative-panic,instantiates,IG-08:cross-dimensional-affective-amplification,game-studies,1,145,text-anchored,IG-08-AFFECTIVE,Lines 5118-5123 — 'rhetorical strategies of affect tightly combine the aesthetic and systemic dimensions'; cooperative-panic combines affective + shared + ludic. Third of three,,,unresolved
IG-08:habitable-secondary-world,evidenced-by,IG-08:oriel-menethil-harbor,game-studies,1,138,text-anchored,IG-08-AFFECTIVE,Lines 4867-4873 — Oriel testimony: sunset / Gadgetzan night-flying / Winterspring snow-crunching / Azshara red-and-gold leaves; 'I want to live there',,,unresolved
IG-08:atmospherics-as-affect-design,evidenced-by,IG-08:inauro-duskwood,game-studies,1,140,text-anchored,IG-08-AFFECTIVE,Lines 4934-4939 — Inauro testimony: Duskwood/Silverpine 'so Mirkwood'; lighting + sound + monster placement + thematic consistency,,,unresolved
IG-08:aesthetic-mood-regulation,evidenced-by,IG-08:aprile-night-elf-land,game-studies,1,142,text-anchored,IG-08-AFFECTIVE,"Lines 5022-5027 — Aprile testimony: 'serene and pretty,' 'whenever I don't feel like playing, I come here,' 'It's calming'",,,unresolved
IG-08:figure-8-1,documents,IG-08:methodology-interview-substrate,game-studies,2,143,text-anchored,IG-08-AFFECTIVE,Figure 8.1 — 'Interviewing Aprile in Teldrassil in World of Warcraft.' Methodologically notable: links Ch.8 to underlying qualitative-interview substrate documented in Ch.3,,,unresolved
IG-08:figure-8-2,documents,IG-08:startling-sequence-paradigm,game-studies,2,144,text-anchored,IG-08-AFFECTIVE,Figure 8.2 — 'Startling sequences in F.E.A.R. 2: Project Origin.' Anchors the AI-unpredictability-as-affect-generator argument,,,unresolved
C-031,anticipatory-anchor-for,augmentation:Burke-pentadic-Attitude,rhetorical-theory,1,136,anticipatory-projection,IG-08-AFFECTIVE,"Triple-invocation lines 4762-4764, 5119, 5156 without Burke citation. Burke's hexadic Attitude term is the cleanest pentad fit for the affective dimension. STRONGEST single anticipatory anchor in the volume per propagated IG-03 + IG-10 findings",,,partial
C-031,anticipatory-anchor-for,augmentation:Aristotle-Rhetoric-II-pathe,rhetorical-theory,1,136,anticipatory-projection,IG-08-AFFECTIVE,Aristotle's pathē catalogue supplies the classical-rhetorical scaffolding for designed-rhetorical-effects. Zero Aristotle hits per Phase 0 cite-check,,,partial
IG-08:atmospherics-as-affect-design,anticipatory-anchor-for,augmentation:Uexkull-Merktone,biosemiotics,1,140,anticipatory-projection,IG-08-AFFECTIVE,Inauro Duskwood passage (lines 4934-4939) is the cleanest single Uexküllian-tone exhibit in the volume per plan §1.4. Merktöne = perception-tone in the Umwelt,,,unresolved
IG-08:suppressing-fire-as-apprehension,anticipatory-anchor-for,augmentation:Uexkull-Wirktone,biosemiotics,1,141,anticipatory-projection,IG-08-AFFECTIVE,Lines 4992-5019 — destructible-cover physics + screen-blur + iron-sights aiming = Wirktöne (effect-tone) modulation of perception-action loop,,,unresolved
IG-08:cross-dimensional-affective-amplification,anticipatory-anchor-for,augmentation:Gross-2017-situated-affect,affect-theory,1,137,anticipatory-projection,IG-08-AFFECTIVE,"Repeated observation without mechanism-theory across lines 4807-4813, 5071-5073, 5118-5123. Gross 2017 situated-affect frame supplies the mechanism. Gross 2017 IS a confirmed corpus-index pipeline — strongest dissertation-bridge in volume",,,unresolved
IG-08:negative-affect-as-legitimate,anticipatory-anchor-for,augmentation:Berlant-cruel-optimism-Ngai-ugly-feelings,affect-theory,1,137,anticipatory-projection,IG-08-AFFECTIVE,"Lines 4803-4813 — frustration / panic / fear / eeriness / shock / uncanny as legitimate involvement, treated only as 'better than boredom.' Berlant + Ngai supply negative-affect-as-meaningful theory",,,unresolved
IG-08:mood-affecting-qualities,anticipatory-anchor-for,augmentation:Heidegger-Stimmung-BCAP,phenomenology,1,135,anticipatory-projection,IG-08-AFFECTIVE,"Mood/emotion conflation at lines 4737, 4753, 4861. BCAP Stimmung / Befindlichkeit supplies the mood-vs-emotion distinction Calleja flattens",,,unresolved
C-032,anticipatory-anchor-for,augmentation:Hawhee-Papachristou-phantasia,rhetorical-cognition,1,137,anticipatory-projection,IG-08-AFFECTIVE,Lines 4814-4831 — Tuan-via-Calleja on imagination as 'seeing what is not there' retaining past + future + present awareness is paradigmatic phantasia operation; Tolkien secondary-worlds is phantasia-of-habitable-world,,,partial
C-031,anticipatory-anchor-for,augmentation:Burke-Grammar-of-Motives,rhetorical-theory,1,139,anticipatory-projection,IG-08-AFFECTIVE,Lines 4913-4927; 5156-5159 — designer-rhetorical-motive vs received-attitude maps directly onto Burke's rhetoric of motives + Attitude as 'incipient act',,,partial
IG-08:emotion-theory-absences,documents,IG-08:under-developed-dimension-status,meta-observation,1,135,Phase-2-finding,IG-08-AFFECTIVE,"Damasio (present in Ch.10, absent here), Ekman, Frijda, Plutchik, Tomkins, Massumi, Sedgwick, Berlant, Ahmed, Ngai, Barrett, Barsalou, Nussbaum, Perron — ALL ABSENT. Only Bryant+Davies + Grodal cited; only excitatory-homeostasis construct imported",,,unresolved
IG-08:rhetorical-theory-absences,documents,IG-08:under-developed-dimension-status,meta-observation,1,135,Phase-2-finding,IG-08-AFFECTIVE,"Burke, Aristotle, Hawhee, Cicero, Quintilian — ALL ABSENT despite triple 'rhetorical strategies of affect' invocation",,,unresolved
IG-08:phenomenology-absences,documents,IG-08:under-developed-dimension-status,meta-observation,1,135,Phase-2-finding,IG-08-AFFECTIVE,"Heidegger Stimmung, Schmitz/Böhme atmosphere-philosophy, Freud Unheimlich (despite Calleja's use of 'uncanny' and 'uncanniness') — ALL ABSENT",,,unresolved
IG-08:tension-T1-atmospherics-vs-mechanics,resolved-anticipatorily-by,augmentation:Uexkull-Merktone-Wirktone-duality,biosemiotics,1,145,anticipatory-projection,IG-08-AFFECTIVE,Calleja's Left 4 Dead 2 statement that 'rhetorical strategies of affect tightly combine the aesthetic and systemic dimensions' (line 5119) is the chapter's acknowledgment of the dual-sourcing without resolution. Uexküll's perception-tone/effect-tone duality natively integrates,,,unresolved
IG-08:tension-T2-emotion-via-avatar-vs-emotion-as-player,resolved-anticipatorily-by,augmentation:Uexkull-Wirkmal-coupling,biosemiotics,2,144,anticipatory-projection,IG-08-AFFECTIVE,Avatar as player's Wirkorgan (effector-organ-in-Umwelt) supplies the proprioceptive-mediation theory Calleja lacks,,,unresolved
IG-08:tension-T3-mood-vs-emotion,resolved-anticipatorily-by,augmentation:Barrett-constructed-emotion-Heidegger-Stimmung,affect-theory,2,135,anticipatory-projection,IG-08-AFFECTIVE,"Lines 4737, 4753, 4861 paired-noun conflation. Barrett's constructed-emotion + Heidegger's Stimmung supply the load-bearing mood/emotion distinction",,,unresolved
D-005,bridges-to,D-001,game-studies,1,135,text-anchored,IG-08-AFFECTIVE,Lines 4807-4813 — affect heightens kinesthetic skill-improvement engagement. Cross-dim-amplification axis 1,,IG-04-kinesthetic,resolved
D-005,bridges-to,D-002,game-studies,1,144,text-anchored,IG-08-AFFECTIVE,Lines 5071-5073 — F.E.A.R. flanking AI 'leads to a more intense engagement in the spatial...involvement dimension',,IG-05-spatial,resolved
D-005,bridges-to,D-003,game-studies,1,145,text-anchored,IG-08-AFFECTIVE,Lines 5105-5123 — Left 4 Dead 2 cooperative-panic combines affective + shared dimensions,,IG-06-shared,resolved
D-005,bridges-to,D-006,game-studies,1,144,text-anchored,IG-08-AFFECTIVE,Lines 5072-5073 — F.E.A.R. flanking AI leads to more intense engagement in 'ludic involvement dimensions',,IG-09-ludic,resolved
D-005,bridges-to,IG-10-incorporation,game-studies,1,135,text-anchored,IG-08-AFFECTIVE,Affective is one of the 6 dimensions Ch.10 integrates under incorporation. Calleja Ch.10 p.169-170 maps affective onto the incorporation synthesis,,,partial
D-005,instrumented-by,Dalton-dissertation-virtual-worlds-adaptation,dissertation-target,1,135,dissertation-instrument,IG-08-AFFECTIVE,PRIMARY dissertation-augmentation site per plan §1.4. Gross 2017 + Burke pentadic Attitude + Uexküllian Merktöne/Wirktöne + Aristotelian pathē jointly supply substantive extension,,,partial
D-006,defines,IG-09:rule-system-engagement,game-studies,1,149,text-anchored,IG-09-LUDIC,Macro/micro orientation paragraph (lines 5267-5276) — ludic involvement is engagement with rule system via goal-pursuit and decision-making,,,partial
D-006,decomposes-into,IG-09:macro-phase-motivation,game-studies,1,149,text-anchored,IG-09-LUDIC,Macro-phase: motivation by goals + rewards (off-line),,,partial
D-006,decomposes-into,IG-09:micro-phase-planning,game-studies,1,149,text-anchored,IG-09-LUDIC,Micro-phase: moment-to-moment decision-making + plan-formulation in hierarchy of goals,,,partial
IG-09:caillois-paidia,contrasts-with,IG-09:caillois-ludus,game-studies,2,147,text-anchored,IG-09-LUDIC,Caillois (1962) — paidia (free improvisation/uncontrolled fantasy) vs ludus (gratuitous structured refinement),,,unresolved
IG-09:caillois-paidia,blocked-by,IG-09:coded-game-inescapability,game-studies,2,148,text-anchored,IG-09-LUDIC,Digital games cannot attain paidic ideal because coded; even GTA IV Liberty City flying is shaped by code,,,unresolved
IG-09:caillois-ludus,frames,IG-09:rule-system-as-machine-behind-representational-surface,game-studies,1,148,text-anchored,IG-09-LUDIC,Rules-as-gratuitous-structure (Caillois) frames Calleja's rule-system-as-machine-behind argument,,,unresolved
IG-09:rule-system,assigns-meaning-to,IG-09:actions-and-objects,game-studies,1,148,text-anchored,IG-09-LUDIC,'Rules give meaning to actions and objects in the game world' — Salen+Zimmerman 2003 / Juul 2005 cited,,,unresolved
IG-09:rule-system,generates,IG-09:landscape-of-interesting-choices,game-studies,1,148,text-anchored,IG-09-LUDIC,Rule system 'machine behind representational surface' generates interesting choices for players to engage,,,unresolved
IG-09:rule-system,generates,IG-09:contingency-Malaby,game-studies,2,148,text-anchored,IG-09-LUDIC,Malaby 2007 — rules intended to generate interesting forms of contingency for players to test and explore,,,unresolved
IG-09:capture-the-flag,exemplifies,IG-09:ergodic-vs-non-ergodic-semiosis,game-studies,1,148-149,text-anchored,IG-09-LUDIC,Call of Duty IV (Infinity Ward 2007) — flag's meaning is rule-system-assigned (locus of competitive struggle) not iconographic,,,unresolved
IG-09:rule-system,manifests-experientially-as,IG-09:goal-pursuit,game-studies,1,149,text-anchored,IG-09-LUDIC,Rules rarely focus conscious attention; rule system manifests experientially as decision-making + goal-pursuit,,,unresolved
IG-09:goal-source-taxonomy,decomposes-into,IG-09:system-determined-goals,game-studies,1,150,text-anchored,IG-09-LUDIC,Three-way taxonomy: system / self / community,,,unresolved
IG-09:goal-source-taxonomy,decomposes-into,IG-09:player-determined-goals,game-studies,1,150,text-anchored,IG-09-LUDIC,Three-way taxonomy continued,,,unresolved
IG-09:goal-source-taxonomy,decomposes-into,IG-09:community-negotiated-goals,game-studies,1,150,text-anchored,IG-09-LUDIC,Three-way taxonomy continued — multiplayer player-arranged goals,,,unresolved
IG-09:GTA-IV,instances-in-text,IG-09:goal-source-taxonomy,game-studies,1,150-151,text-anchored,IG-09-LUDIC,GTA IV (Rockstar North 2008) — mission-goals + nicer-car personal goal + hospital-loop community-negotiated race,,,unresolved
